OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/29/2023,01:00,14319.00,10551.71,7542.91,10629.58,43043.19,N
11/29/2023,02:00,14184.98,10289.53,7536.22,10494.22,42504.95,N
11/29/2023,03:00,14115.74,10089.26,7566.32,10435.32,42206.64,N
11/29/2023,04:00,14276.12,10187.22,7575.07,10498.78,42537.19,N
11/29/2023,05:00,14825.35,10424.56,7621.88,10759.43,43631.22,N
11/29/2023,06:00,16032.79,10971.11,7773.75,11351.71,46129.36,N
11/29/2023,07:00,17744.93,12004.53,7948.96,12128.07,49826.48,N
11/29/2023,08:00,18313.69,12377.21,8054.11,12360.69,51105.70,N
11/29/2023,09:00,17728.45,12163.83,8067.23,12300.08,50259.59,N
11/29/2023,10:00,16728.34,12012.00,8044.26,12183.34,48967.94,N
11/29/2023,11:00,16033.32,11879.84,7889.41,11939.86,47742.43,N
11/29/2023,12:00,15320.72,11612.30,7790.93,11691.48,46415.43,N
11/29/2023,13:00,14861.84,11348.65,7647.19,11525.08,45382.77,N
11/29/2023,14:00,14747.97,11286.51,7697.61,11505.76,45237.85,N
11/29/2023,15:00,14613.80,11493.73,7790.05,11498.21,45395.79,N
11/29/2023,16:00,14654.48,11537.47,7680.58,11476.71,45349.24,N
11/29/2023,17:00,15024.13,11786.72,7742.82,11516.88,46070.56,N
11/29/2023,18:00,15812.83,12244.65,7793.48,11869.31,47720.28,N
11/29/2023,19:00,16334.02,12543.01,7901.07,11956.37,48734.48,N
11/29/2023,20:00,16238.73,12449.51,7847.95,11835.26,48371.45,N
11/29/2023,21:00,15928.07,12323.86,7868.69,11669.72,47790.34,N
11/29/2023,22:00,15344.82,11900.98,7819.37,11328.16,46393.34,N
11/29/2023,23:00,14435.88,11310.57,7714.54,10876.72,44337.71,N
11/29/2023,24:00,13440.59,10582.07,7598.04,10350.72,41971.42,N
11/28/2023,01:00,14565.21,10902.44,7814.06,10436.68,43718.39,N
11/28/2023,02:00,14206.18,10639.48,7768.62,10270.22,42884.50,N
11/28/2023,03:00,14131.33,10539.87,7563.97,10206.74,42441.92,N
11/28/2023,04:00,14261.60,10572.45,7506.66,10235.64,42576.35,N
11/28/2023,05:00,14706.49,10816.88,7525.78,10492.05,43541.20,N
11/28/2023,06:00,15843.95,11534.97,7446.59,11025.24,45850.75,N
11/28/2023,07:00,17677.76,12571.13,7647.52,11790.48,49686.89,N
11/28/2023,08:00,18246.91,12867.44,7726.21,12071.59,50912.15,N
11/28/2023,09:00,17572.26,12644.75,7930.81,12146.16,50293.98,N
11/28/2023,10:00,16626.30,12380.25,7968.73,12120.70,49095.99,N
11/28/2023,11:00,15727.93,11938.05,7911.45,11950.64,47528.06,N
11/28/2023,12:00,15071.05,11404.20,7845.46,11652.16,45972.87,N
11/28/2023,13:00,14562.74,11017.50,7679.02,11413.55,44672.81,N
11/28/2023,14:00,14288.38,10832.24,7520.29,11334.51,43975.42,N
11/28/2023,15:00,13985.09,10727.77,7447.78,11247.85,43408.49,N
11/28/2023,16:00,13976.54,10795.33,7472.61,11243.04,43487.53,N
11/28/2023,17:00,14445.76,11178.51,7619.42,11305.79,44549.48,N
11/28/2023,18:00,15439.65,11779.62,7353.50,11696.05,46268.82,N
11/28/2023,19:00,16268.01,12480.66,7500.27,11970.66,48219.60,N
11/28/2023,20:00,16408.33,12632.39,7565.58,11999.14,48605.43,N
11/28/2023,21:00,16348.00,12574.10,7652.52,11937.37,48512.00,N
11/28/2023,22:00,16020.93,12147.63,7740.71,11746.05,47655.32,N
11/28/2023,23:00,15332.22,11525.57,7708.99,11334.02,45900.81,N
11/28/2023,24:00,14674.96,10986.94,7609.65,10932.66,44204.20,N
