DeliveryDate,HourEnding,AncillaryType,MCPC,DSTFlag
12/12/2025,17:00,REGDN,3.47,N
12/12/2025,18:00,ECRS,0.82,N
12/12/2025,18:00,RRS,0.82,N
12/12/2025,18:00,NSPIN,5,N
12/12/2025,18:00,REGUP,0.74,N
12/12/2025,18:00,REGDN,0.1,N
12/12/2025,19:00,NSPIN,7.2,N
12/12/2025,19:00,ECRS,3,N
12/12/2025,19:00,RRS,3,N
12/12/2025,19:00,REGDN,0.03,N
12/12/2025,19:00,REGUP,4.48,N
12/12/2025,20:00,ECRS,3.3,N
12/12/2025,20:00,NSPIN,7.6,N
12/12/2025,20:00,RRS,3.3,N
12/12/2025,20:00,REGDN,1.4,N
12/12/2025,20:00,REGUP,5,N
12/12/2025,21:00,ECRS,2.82,N
12/12/2025,21:00,NSPIN,5.86,N
12/12/2025,21:00,RRS,2.77,N
12/12/2025,21:00,REGUP,2.77,N
12/12/2025,21:00,REGDN,3.14,N
12/12/2025,22:00,NSPIN,6,N
12/12/2025,22:00,ECRS,2.49,N
12/12/2025,22:00,RRS,2.4,N
12/12/2025,22:00,REGDN,1.32,N
12/12/2025,22:00,REGUP,4.32,N
12/12/2025,23:00,ECRS,3,N
12/12/2025,23:00,NSPIN,6.74,N
12/12/2025,23:00,RRS,3,N
12/12/2025,23:00,REGUP,3.72,N
12/12/2025,23:00,REGDN,2.67,N
12/12/2025,24:00,ECRS,3,N
12/12/2025,24:00,NSPIN,5,N
12/12/2025,24:00,RRS,2.92,N
12/12/2025,24:00,REGUP,3.59,N
12/12/2025,24:00,REGDN,2.45,N
12/13/2025,01:00,ECRS,0.83,N
12/13/2025,01:00,REGUP,1.98,N
12/13/2025,01:00,REGDN,1.25,N
12/13/2025,01:00,RRS,0.74,N
12/13/2025,01:00,NSPIN,5,N
12/13/2025,02:00,ECRS,0.53,N
12/13/2025,02:00,REGDN,1.56,N
12/13/2025,02:00,REGUP,2.15,N
12/13/2025,02:00,RRS,0.44,N
12/13/2025,02:00,NSPIN,5,N
12/13/2025,03:00,ECRS,0.58,N
12/13/2025,03:00,NSPIN,4.4,N
12/13/2025,03:00,RRS,0.49,N
12/13/2025,03:00,REGUP,2,N
12/13/2025,03:00,REGDN,2.07,N
12/13/2025,04:00,ECRS,0.44,N
12/13/2025,04:00,NSPIN,4.97,N
12/13/2025,04:00,RRS,0.44,N
12/13/2025,04:00,REGUP,1.62,N
12/13/2025,04:00,REGDN,2.04,N
12/13/2025,05:00,NSPIN,4.99,N
12/13/2025,05:00,ECRS,0.39,N
12/13/2025,05:00,RRS,0.49,N
12/13/2025,05:00,REGDN,1.12,N
12/13/2025,05:00,REGUP,1.86,N
12/13/2025,06:00,ECRS,0.58,N
12/13/2025,06:00,REGDN,1.52,N
12/13/2025,06:00,REGUP,0.48,N
12/13/2025,06:00,RRS,0.58,N
12/13/2025,06:00,NSPIN,4.4,N
12/13/2025,07:00,ECRS,1.99,N
12/13/2025,07:00,REGDN,0.01,N
12/13/2025,07:00,REGUP,1.97,N
12/13/2025,07:00,RRS,1.99,N
12/13/2025,07:00,NSPIN,6.76,N
12/13/2025,08:00,ECRS,3,N
12/13/2025,08:00,NSPIN,7.65,N
12/13/2025,08:00,RRS,4,N
12/13/2025,08:00,REGUP,7.65,N
12/13/2025,08:00,REGDN,0.01,N
12/13/2025,09:00,ECRS,3,N
12/13/2025,09:00,RRS,3,N
12/13/2025,09:00,NSPIN,5,N
12/13/2025,09:00,REGUP,3.92,N
12/13/2025,09:00,REGDN,4.65,N
12/13/2025,10:00,ECRS,1,N
12/13/2025,10:00,REGUP,2.03,N
12/13/2025,10:00,REGDN,2.37,N
12/13/2025,10:00,RRS,0.91,N
12/13/2025,10:00,NSPIN,3.42,N
12/13/2025,11:00,ECRS,0.84,N
12/13/2025,11:00,REGDN,1.66,N
12/13/2025,11:00,REGUP,1.34,N
12/13/2025,11:00,RRS,0.72,N
12/13/2025,11:00,NSPIN,3,N
12/13/2025,12:00,ECRS,0.55,N
12/13/2025,12:00,NSPIN,3,N
12/13/2025,12:00,RRS,0.5,N
12/13/2025,12:00,REGUP,1.17,N
12/13/2025,12:00,REGDN,1.24,N
12/13/2025,13:00,ECRS,0.58,N
12/13/2025,13:00,NSPIN,3,N
12/13/2025,13:00,RRS,0.49,N
12/13/2025,13:00,REGUP,1.24,N
12/13/2025,13:00,REGDN,1.69,N
12/13/2025,14:00,NSPIN,1.57,N
12/13/2025,14:00,ECRS,0.69,N
12/13/2025,14:00,RRS,0.5,N
12/13/2025,14:00,REGDN,1.65,N
12/13/2025,14:00,REGUP,1.51,N
12/13/2025,15:00,ECRS,0.69,N
12/13/2025,15:00,REGDN,1.66,N
12/13/2025,15:00,REGUP,1.89,N
12/13/2025,15:00,RRS,0.5,N
12/13/2025,15:00,NSPIN,1.36,N
12/13/2025,16:00,ECRS,0.65,N
12/13/2025,16:00,REGDN,2.21,N
12/13/2025,16:00,REGUP,1.85,N
12/13/2025,16:00,RRS,0.5,N
12/13/2025,16:00,NSPIN,1.43,N
12/13/2025,17:00,ECRS,0.86,N
12/13/2025,17:00,NSPIN,1.9,N
12/13/2025,17:00,RRS,0.83,N
12/13/2025,17:00,REGUP,0.81,N
12/13/2025,17:00,REGDN,0.72,N
12/13/2025,18:00,ECRS,1.72,N
12/13/2025,18:00,RRS,1.72,N
12/13/2025,18:00,NSPIN,5.12,N
12/13/2025,18:00,REGUP,3.24,N
12/13/2025,18:00,REGDN,0.02,N
12/13/2025,19:00,REGDN,0.03,N
12/13/2025,19:00,ECRS,1.8,N
12/13/2025,19:00,NSPIN,5.85,N
12/13/2025,19:00,RRS,1.8,N
12/13/2025,19:00,REGUP,1.8,N
12/13/2025,20:00,ECRS,1.98,N
12/13/2025,20:00,NSPIN,5,N
12/13/2025,20:00,RRS,1.98,N
12/13/2025,20:00,REGDN,1.69,N
12/13/2025,20:00,REGUP,1.98,N
12/13/2025,21:00,ECRS,2.09,N
12/13/2025,21:00,NSPIN,4.46,N
12/13/2025,21:00,RRS,2,N
12/13/2025,21:00,REGUP,3,N
12/13/2025,21:00,REGDN,1.88,N
12/13/2025,22:00,NSPIN,3.55,N
12/13/2025,22:00,ECRS,3,N
12/13/2025,22:00,RRS,3,N
12/13/2025,22:00,REGDN,2,N
12/13/2025,22:00,REGUP,3,N
12/13/2025,23:00,ECRS,3,N
12/13/2025,23:00,NSPIN,5,N
12/13/2025,23:00,RRS,3.99,N
12/13/2025,23:00,REGUP,4.48,N
12/13/2025,23:00,REGDN,2.08,N
12/13/2025,24:00,ECRS,3,N
12/13/2025,24:00,RRS,3.99,N
12/13/2025,24:00,NSPIN,4.99,N
12/13/2025,24:00,REGUP,4.09,N
12/13/2025,24:00,REGDN,1.71,N
12/14/2025,01:00,ECRS,1.09,N
12/14/2025,01:00,REGUP,1.27,N
12/14/2025,01:00,REGDN,0.71,N
12/14/2025,01:00,RRS,1,N
12/14/2025,01:00,NSPIN,3,N
12/14/2025,02:00,ECRS,0.44,N
12/14/2025,02:00,REGDN,0.96,N
12/14/2025,02:00,REGUP,0.44,N
12/14/2025,02:00,RRS,0.35,N
12/14/2025,02:00,NSPIN,3,N
12/14/2025,03:00,ECRS,0.69,N
12/14/2025,03:00,NSPIN,3,N
12/14/2025,03:00,RRS,0.5,N
12/14/2025,03:00,REGUP,0.8,N
12/14/2025,03:00,REGDN,1.05,N
12/14/2025,04:00,ECRS,0.59,N
12/14/2025,04:00,NSPIN,3,N
12/14/2025,04:00,RRS,0.5,N
12/14/2025,04:00,REGUP,1.03,N
12/14/2025,04:00,REGDN,1.01,N
12/14/2025,05:00,NSPIN,3,N
12/14/2025,05:00,ECRS,0.59,N
12/14/2025,05:00,RRS,0.5,N
12/14/2025,05:00,REGDN,0.53,N
12/14/2025,05:00,REGUP,1.18,N
12/14/2025,06:00,ECRS,0.81,N
12/14/2025,06:00,REGDN,0.78,N
12/14/2025,06:00,REGUP,1.39,N
12/14/2025,06:00,RRS,0.8,N
12/14/2025,06:00,NSPIN,3,N
12/14/2025,07:00,ECRS,1,N
12/14/2025,07:00,REGDN,0.89,N
12/14/2025,07:00,REGUP,0.98,N
12/14/2025,07:00,RRS,1,N
12/14/2025,07:00,NSPIN,3.75,N
12/14/2025,08:00,ECRS,1.29,N
12/14/2025,08:00,NSPIN,3.79,N
12/14/2025,08:00,RRS,1.29,N
12/14/2025,08:00,REGUP,3.03,N
12/14/2025,08:00,REGDN,0.63,N
12/14/2025,09:00,ECRS,1.4,N
12/14/2025,09:00,RRS,1.4,N
12/14/2025,09:00,NSPIN,3,N
12/14/2025,09:00,REGUP,2.31,N
12/14/2025,09:00,REGDN,2.4,N
12/14/2025,10:00,ECRS,1,N
12/14/2025,10:00,NSPIN,2.6,N
12/14/2025,10:00,RRS,0.91,N
12/14/2025,10:00,REGUP,1.66,N
12/14/2025,10:00,REGDN,1.5,N
12/14/2025,11:00,ECRS,0.73,N
12/14/2025,11:00,REGDN,2.37,N
12/14/2025,11:00,REGUP,1.28,N
12/14/2025,11:00,RRS,0.58,N
12/14/2025,11:00,NSPIN,1.99,N
12/14/2025,12:00,ECRS,0.58,N
12/14/2025,12:00,NSPIN,2.48,N
12/14/2025,12:00,RRS,0.49,N
12/14/2025,12:00,REGUP,1.26,N
12/14/2025,12:00,REGDN,3.5,N
12/14/2025,13:00,ECRS,0.5,N
12/14/2025,13:00,NSPIN,2.25,N
12/14/2025,13:00,RRS,0.49,N
12/14/2025,13:00,REGUP,1.03,N
12/14/2025,13:00,REGDN,3.39,N
12/14/2025,14:00,ECRS,0.7,N
12/14/2025,14:00,REGDN,3.6,N
12/14/2025,14:00,REGUP,1.3,N
12/14/2025,14:00,RRS,0.59,N
12/14/2025,14:00,NSPIN,1.5,N
12/14/2025,15:00,ECRS,0.78,N
12/14/2025,15:00,NSPIN,1.16,N
12/14/2025,15:00,RRS,0.64,N
12/14/2025,15:00,REGDN,4.64,N
12/14/2025,15:00,REGUP,1.6,N
12/14/2025,16:00,ECRS,0.7,N
12/14/2025,16:00,NSPIN,1.5,N
12/14/2025,16:00,RRS,0.61,N
12/14/2025,16:00,REGUP,1.52,N
12/14/2025,16:00,REGDN,4.1,N
12/14/2025,17:00,NSPIN,2.6,N
12/14/2025,17:00,ECRS,0.85,N
12/14/2025,17:00,RRS,0.8,N
12/14/2025,17:00,REGDN,7.23,N
12/14/2025,17:00,REGUP,2.62,N
12/14/2025,18:00,ECRS,1,N
12/14/2025,18:00,NSPIN,7.52,N
12/14/2025,18:00,RRS,0.99,N
12/14/2025,18:00,REGUP,0.99,N
12/14/2025,18:00,REGDN,0.95,N
12/14/2025,19:00,ECRS,0.86,N
12/14/2025,19:00,RRS,0.86,N
12/14/2025,19:00,NSPIN,9,N
12/14/2025,19:00,REGUP,0.82,N
12/14/2025,19:00,REGDN,0.14,N
12/14/2025,20:00,ECRS,1,N
12/14/2025,20:00,REGDN,0.02,N
12/14/2025,20:00,REGUP,0.98,N
12/14/2025,20:00,RRS,1,N
12/14/2025,20:00,NSPIN,9.4,N
12/14/2025,21:00,ECRS,5.59,N
12/14/2025,21:00,REGDN,0.02,N
12/14/2025,21:00,REGUP,4.83,N
12/14/2025,21:00,RRS,4,N
12/14/2025,21:00,NSPIN,7.72,N
12/14/2025,22:00,ECRS,4.94,N
12/14/2025,22:00,NSPIN,7.99,N
12/14/2025,22:00,RRS,4.85,N
12/14/2025,22:00,REGUP,4.77,N
12/14/2025,22:00,REGDN,2.39,N
12/14/2025,23:00,ECRS,6.53,N
12/14/2025,23:00,NSPIN,8.96,N
12/14/2025,23:00,RRS,6.44,N
12/14/2025,23:00,REGUP,6.57,N
12/14/2025,23:00,REGDN,3.32,N
12/14/2025,24:00,REGDN,3.4,N
12/14/2025,24:00,ECRS,5.18,N
12/14/2025,24:00,NSPIN,6.48,N
12/14/2025,24:00,RRS,5.09,N
12/14/2025,24:00,REGUP,5.11,N
12/15/2025,01:00,ECRS,2.39,N
12/15/2025,01:00,REGDN,2.05,N
12/15/2025,01:00,REGUP,3.67,N
12/15/2025,01:00,NSPIN,5.01,N
12/15/2025,01:00,RRS,2.2,N
12/15/2025,02:00,ECRS,0.7,N
12/15/2025,02:00,NSPIN,5.5,N
12/15/2025,02:00,RRS,0.61,N
12/15/2025,02:00,REGUP,5.1,N
12/15/2025,02:00,REGDN,3.08,N
12/15/2025,03:00,NSPIN,3.75,N
12/15/2025,03:00,ECRS,0.98,N
12/15/2025,03:00,RRS,0.89,N
12/15/2025,03:00,REGDN,1.92,N
12/15/2025,03:00,REGUP,3.44,N
12/15/2025,04:00,ECRS,0.84,N
12/15/2025,04:00,NSPIN,4.06,N
12/15/2025,04:00,RRS,0.81,N
12/15/2025,04:00,REGUP,3.72,N
12/15/2025,04:00,REGDN,3.1,N
12/15/2025,05:00,ECRS,0.89,N
12/15/2025,05:00,RRS,0.89,N
12/15/2025,05:00,NSPIN,5,N
12/15/2025,05:00,REGUP,0.87,N
12/15/2025,05:00,REGDN,2.11,N
12/15/2025,06:00,ECRS,0.88,N
12/15/2025,06:00,REGDN,0.11,N
12/15/2025,06:00,REGUP,0.79,N
12/15/2025,06:00,RRS,0.88,N
12/15/2025,06:00,NSPIN,5.77,N
12/15/2025,07:00,ECRS,1.75,N
12/15/2025,07:00,REGDN,0.01,N
12/15/2025,07:00,REGUP,1.66,N
12/15/2025,07:00,RRS,1.75,N
12/15/2025,07:00,NSPIN,11.03,N
12/15/2025,08:00,ECRS,9.1,N
12/15/2025,08:00,NSPIN,16.31,N
12/15/2025,08:00,RRS,9,N
12/15/2025,08:00,REGUP,11,N
12/15/2025,08:00,REGDN,0.01,N
12/15/2025,09:00,ECRS,9.2,N
12/15/2025,09:00,REGDN,4.94,N
12/15/2025,09:00,REGUP,9.4,N
12/15/2025,09:00,RRS,9,N
12/15/2025,09:00,NSPIN,9.2,N
12/15/2025,10:00,ECRS,3,N
12/15/2025,10:00,NSPIN,3,N
12/15/2025,10:00,RRS,2.9,N
12/15/2025,10:00,REGDN,2.08,N
12/15/2025,10:00,REGUP,3.36,N
12/15/2025,11:00,NSPIN,2.8,N
12/15/2025,11:00,ECRS,2.9,N
12/15/2025,11:00,RRS,2.7,N
12/15/2025,11:00,REGDN,1.56,N
12/15/2025,11:00,REGUP,3,N
12/15/2025,12:00,ECRS,1.59,N
12/15/2025,12:00,RRS,1.5,N
12/15/2025,12:00,NSPIN,2.9,N
12/15/2025,12:00,REGUP,1.78,N
12/15/2025,12:00,REGDN,1.2,N
12/15/2025,13:00,ECRS,0.78,N
12/15/2025,13:00,NSPIN,2.5,N
12/15/2025,13:00,RRS,0.76,N
12/15/2025,13:00,REGUP,1.62,N
12/15/2025,13:00,REGDN,0.88,N
12/15/2025,14:00,ECRS,0.69,N
12/15/2025,14:00,NSPIN,1.5,N
12/15/2025,14:00,RRS,0.5,N
12/15/2025,14:00,REGUP,1.32,N
12/15/2025,14:00,REGDN,1.62,N
12/15/2025,15:00,ECRS,0.64,N
12/15/2025,15:00,NSPIN,1,N
12/15/2025,15:00,RRS,0.5,N
12/15/2025,15:00,REGUP,1.19,N
12/15/2025,15:00,REGDN,2.22,N
12/15/2025,16:00,NSPIN,1.11,N
12/15/2025,16:00,ECRS,0.7,N
12/15/2025,16:00,RRS,0.5,N
12/15/2025,16:00,REGDN,2.79,N
12/15/2025,16:00,REGUP,0.92,N
12/15/2025,17:00,ECRS,0.95,N
12/15/2025,17:00,NSPIN,1.62,N
12/15/2025,17:00,RRS,0.8,N
12/15/2025,17:00,REGUP,1.72,N
12/15/2025,17:00,REGDN,0.56,N
12/15/2025,18:00,ECRS,1.97,N
12/15/2025,18:00,RRS,1.97,N
12/15/2025,18:00,NSPIN,3.4,N
12/15/2025,18:00,REGUP,3,N
12/15/2025,18:00,REGDN,0.01,N
12/15/2025,19:00,NSPIN,5.26,N
12/15/2025,19:00,ECRS,2.5,N
12/15/2025,19:00,RRS,2.5,N
12/15/2025,19:00,REGDN,0.02,N
12/15/2025,19:00,REGUP,3.27,N
12/15/2025,20:00,ECRS,1.2,N
12/15/2025,20:00,NSPIN,4.5,N
12/15/2025,20:00,RRS,1.2,N
12/15/2025,20:00,REGDN,1.33,N
12/15/2025,20:00,REGUP,2.6,N
12/15/2025,21:00,ECRS,3.35,N
12/15/2025,21:00,NSPIN,3.46,N
12/15/2025,21:00,RRS,3.36,N
12/15/2025,21:00,REGUP,3.83,N
12/15/2025,21:00,REGDN,1.53,N
12/15/2025,22:00,NSPIN,3.4,N
12/15/2025,22:00,ECRS,3,N
12/15/2025,22:00,RRS,2.91,N
12/15/2025,22:00,REGDN,1.35,N
12/15/2025,22:00,REGUP,3.06,N
12/15/2025,23:00,ECRS,3,N
12/15/2025,23:00,NSPIN,4.79,N
12/15/2025,23:00,RRS,3.99,N
12/15/2025,23:00,REGUP,4.13,N
12/15/2025,23:00,REGDN,1.73,N
12/15/2025,24:00,ECRS,3,N
12/15/2025,24:00,NSPIN,4.59,N
12/15/2025,24:00,RRS,3.99,N
12/15/2025,24:00,REGUP,4.17,N
12/15/2025,24:00,REGDN,1.2,N
12/16/2025,01:00,ECRS,1.64,N
12/16/2025,01:00,REGUP,2.33,N
12/16/2025,01:00,REGDN,0.79,N
12/16/2025,01:00,RRS,1.55,N
12/16/2025,01:00,NSPIN,3,N
12/16/2025,02:00,ECRS,0.59,N
12/16/2025,02:00,REGDN,1.17,N
12/16/2025,02:00,REGUP,1.73,N
12/16/2025,02:00,RRS,0.5,N
12/16/2025,02:00,NSPIN,3,N
12/16/2025,03:00,ECRS,0.79,N
12/16/2025,03:00,NSPIN,3,N
12/16/2025,03:00,RRS,0.7,N
12/16/2025,03:00,REGUP,1.6,N
12/16/2025,03:00,REGDN,1.05,N
12/16/2025,04:00,ECRS,0.5,N
12/16/2025,04:00,NSPIN,3,N
12/16/2025,04:00,RRS,0.5,N
12/16/2025,04:00,REGUP,1.36,N
12/16/2025,04:00,REGDN,1.21,N
12/16/2025,05:00,NSPIN,3.16,N
12/16/2025,05:00,ECRS,0.51,N
12/16/2025,05:00,RRS,0.5,N
12/16/2025,05:00,REGDN,1.67,N
12/16/2025,05:00,REGUP,1.43,N
12/16/2025,06:00,ECRS,0.7,N
12/16/2025,06:00,REGDN,1.52,N
12/16/2025,06:00,REGUP,0.63,N
12/16/2025,06:00,RRS,0.7,N
12/16/2025,06:00,NSPIN,3.44,N
12/16/2025,07:00,ECRS,1.4,N
12/16/2025,07:00,REGDN,0.01,N
12/16/2025,07:00,REGUP,2.67,N
12/16/2025,07:00,RRS,1.4,N
12/16/2025,07:00,NSPIN,5.4,N
12/16/2025,08:00,ECRS,1.99,N
12/16/2025,08:00,NSPIN,5.99,N
12/16/2025,08:00,RRS,1.99,N
12/16/2025,08:00,REGUP,1.99,N
12/16/2025,08:00,REGDN,0.02,N
12/16/2025,09:00,ECRS,2,N
12/16/2025,09:00,RRS,2,N
12/16/2025,09:00,NSPIN,3.38,N
12/16/2025,09:00,REGUP,2,N
12/16/2025,09:00,REGDN,3,N
12/16/2025,10:00,ECRS,1.69,N
12/16/2025,10:00,REGDN,1.8,N
12/16/2025,10:00,REGUP,2.56,N
12/16/2025,10:00,RRS,1.6,N
12/16/2025,10:00,NSPIN,3,N
12/16/2025,11:00,ECRS,0.98,N
12/16/2025,11:00,REGDN,1.47,N
12/16/2025,11:00,REGUP,1.2,N
12/16/2025,11:00,RRS,0.89,N
12/16/2025,11:00,NSPIN,3,N
12/16/2025,12:00,ECRS,0.6,N
12/16/2025,12:00,NSPIN,3,N
12/16/2025,12:00,RRS,0.6,N
12/16/2025,12:00,REGUP,1.11,N
12/16/2025,12:00,REGDN,1.75,N
12/16/2025,13:00,ECRS,0.5,N
12/16/2025,13:00,NSPIN,2.7,N
12/16/2025,13:00,RRS,0.5,N
12/16/2025,13:00,REGUP,1,N
12/16/2025,13:00,REGDN,1.46,N
12/16/2025,14:00,RRS,0.5,N
12/16/2025,14:00,REGUP,1.29,N
12/16/2025,14:00,REGDN,2.28,N
12/16/2025,14:00,ECRS,0.59,N
12/16/2025,14:00,NSPIN,1.8,N
12/16/2025,15:00,ECRS,0.64,N
12/16/2025,15:00,NSPIN,1.5,N
12/16/2025,15:00,RRS,0.52,N
12/16/2025,15:00,REGUP,1.45,N
12/16/2025,15:00,REGDN,1.9,N
12/16/2025,16:00,ECRS,0.88,N
12/16/2025,16:00,REGDN,2.13,N
12/16/2025,16:00,REGUP,0.87,N
12/16/2025,16:00,RRS,0.73,N
12/16/2025,16:00,NSPIN,1.5,N
12/16/2025,17:00,ECRS,1,N
12/16/2025,17:00,NSPIN,2.7,N
12/16/2025,17:00,RRS,1,N
12/16/2025,17:00,REGUP,0.98,N
12/16/2025,17:00,REGDN,0.04,N
12/16/2025,18:00,ECRS,2.07,N
12/16/2025,18:00,NSPIN,5,N
12/16/2025,18:00,RRS,2.07,N
12/16/2025,18:00,REGUP,3.79,N
12/16/2025,18:00,REGDN,0.01,N
12/16/2025,19:00,ECRS,1.91,N
12/16/2025,19:00,REGDN,2.1,N
12/16/2025,19:00,REGUP,1.79,N
12/16/2025,19:00,RRS,1.91,N
12/16/2025,19:00,NSPIN,5.77,N
12/16/2025,20:00,ECRS,2,N
12/16/2025,20:00,NSPIN,5,N
12/16/2025,20:00,RRS,2,N
12/16/2025,20:00,REGDN,0.6,N
12/16/2025,20:00,REGUP,3.01,N
12/16/2025,21:00,ECRS,3,N
12/16/2025,21:00,NSPIN,3.34,N
12/16/2025,21:00,RRS,3.14,N
12/16/2025,21:00,REGUP,3.14,N
12/16/2025,21:00,REGDN,1.79,N
12/16/2025,22:00,NSPIN,3.41,N
12/16/2025,22:00,ECRS,3,N
12/16/2025,22:00,RRS,3.21,N
12/16/2025,22:00,REGDN,1.2,N
12/16/2025,22:00,REGUP,4.11,N
12/16/2025,23:00,ECRS,3,N
12/16/2025,23:00,NSPIN,4.14,N
12/16/2025,23:00,RRS,3.94,N
12/16/2025,23:00,REGUP,4.19,N
12/16/2025,23:00,REGDN,1.51,N
12/16/2025,24:00,ECRS,3,N
12/16/2025,24:00,RRS,3.71,N
12/16/2025,24:00,NSPIN,3.91,N
12/16/2025,24:00,REGUP,4.42,N
12/16/2025,24:00,REGDN,1.1,N
12/17/2025,01:00,ECRS,1.02,N
12/17/2025,01:00,REGDN,0.65,N
12/17/2025,01:00,REGUP,1.01,N
12/17/2025,01:00,NSPIN,3,N
12/17/2025,01:00,RRS,0.93,N
12/17/2025,02:00,ECRS,0.53,N
12/17/2025,02:00,NSPIN,3.53,N
12/17/2025,02:00,RRS,0.44,N
12/17/2025,02:00,REGUP,1,N
12/17/2025,02:00,REGDN,0.64,N
12/17/2025,03:00,NSPIN,3,N
12/17/2025,03:00,ECRS,0.64,N
12/17/2025,03:00,RRS,0.54,N
12/17/2025,03:00,REGDN,1.2,N
12/17/2025,03:00,REGUP,1.58,N
12/17/2025,04:00,ECRS,0.53,N
12/17/2025,04:00,NSPIN,3,N
12/17/2025,04:00,RRS,0.5,N
12/17/2025,04:00,REGUP,1.1,N
12/17/2025,04:00,REGDN,1.25,N
12/17/2025,05:00,ECRS,0.55,N
12/17/2025,05:00,RRS,0.54,N
12/17/2025,05:00,NSPIN,3,N
12/17/2025,05:00,REGUP,0.98,N
12/17/2025,05:00,REGDN,1.53,N
12/17/2025,06:00,ECRS,0.77,N
12/17/2025,06:00,REGDN,2.42,N
12/17/2025,06:00,REGUP,0.76,N
12/17/2025,06:00,RRS,0.77,N
12/17/2025,06:00,NSPIN,3.11,N
12/17/2025,07:00,ECRS,1,N
12/17/2025,07:00,REGDN,1.11,N
12/17/2025,07:00,REGUP,1.49,N
12/17/2025,07:00,RRS,1,N
12/17/2025,07:00,NSPIN,5.97,N
12/17/2025,08:00,ECRS,1,N
12/17/2025,08:00,NSPIN,5.51,N
12/17/2025,08:00,RRS,1,N
12/17/2025,08:00,REGUP,0.89,N
12/17/2025,08:00,REGDN,1.5,N
12/17/2025,09:00,ECRS,4.01,N
12/17/2025,09:00,REGDN,0.02,N
12/17/2025,09:00,REGUP,4.69,N
12/17/2025,09:00,RRS,4.01,N
12/17/2025,09:00,NSPIN,5.01,N
12/17/2025,10:00,ECRS,2.86,N
12/17/2025,10:00,NSPIN,3.36,N
12/17/2025,10:00,RRS,2.86,N
12/17/2025,10:00,REGDN,1.3,N
12/17/2025,10:00,REGUP,2.86,N
12/17/2025,11:00,NSPIN,3,N
12/17/2025,11:00,ECRS,1.61,N
12/17/2025,11:00,RRS,1.61,N
12/17/2025,11:00,REGDN,1.62,N
12/17/2025,11:00,REGUP,1.61,N
12/17/2025,12:00,ECRS,0.93,N
12/17/2025,12:00,RRS,0.93,N
12/17/2025,12:00,NSPIN,3,N
12/17/2025,12:00,REGUP,1.36,N
12/17/2025,12:00,REGDN,1.55,N
12/17/2025,13:00,ECRS,0.89,N
12/17/2025,13:00,NSPIN,3,N
12/17/2025,13:00,RRS,0.89,N
12/17/2025,13:00,REGUP,1.18,N
12/17/2025,13:00,REGDN,1.24,N
12/17/2025,14:00,ECRS,0.94,N
12/17/2025,14:00,NSPIN,2.24,N
12/17/2025,14:00,RRS,0.94,N
12/17/2025,14:00,REGUP,1.5,N
12/17/2025,14:00,REGDN,1.18,N
12/17/2025,15:00,ECRS,1,N
12/17/2025,15:00,NSPIN,1.99,N
12/17/2025,15:00,RRS,0.91,N
12/17/2025,15:00,REGUP,1.63,N
12/17/2025,15:00,REGDN,1.2,N
12/17/2025,16:00,NSPIN,2.2,N
12/17/2025,16:00,ECRS,0.98,N
12/17/2025,16:00,RRS,0.89,N
12/17/2025,16:00,REGDN,1.35,N
12/17/2025,16:00,REGUP,1.26,N
12/17/2025,17:00,ECRS,1.6,N
12/17/2025,17:00,NSPIN,3,N
12/17/2025,17:00,RRS,1.57,N
12/17/2025,17:00,REGUP,1.57,N
12/17/2025,17:00,REGDN,0.31,N
12/17/2025,18:00,ECRS,4.5,N
12/17/2025,18:00,RRS,4.5,N
12/17/2025,18:00,NSPIN,7.3,N
12/17/2025,18:00,REGUP,5.58,N
12/17/2025,18:00,REGDN,0.01,N
12/17/2025,19:00,NSPIN,8.27,N
12/17/2025,19:00,ECRS,3,N
12/17/2025,19:00,RRS,3.67,N
12/17/2025,19:00,REGDN,1.2,N
12/17/2025,19:00,REGUP,4.54,N
12/17/2025,20:00,ECRS,2.5,N
12/17/2025,20:00,NSPIN,6.63,N
12/17/2025,20:00,RRS,2.5,N
12/17/2025,20:00,REGDN,1.14,N
12/17/2025,20:00,REGUP,3.27,N
12/17/2025,21:00,ECRS,2.09,N
12/17/2025,21:00,NSPIN,4.38,N
12/17/2025,21:00,RRS,2,N
12/17/2025,21:00,REGUP,2.59,N
12/17/2025,21:00,REGDN,1.56,N
12/17/2025,22:00,NSPIN,3.95,N
12/17/2025,22:00,ECRS,2.75,N
12/17/2025,22:00,RRS,2.66,N
12/17/2025,22:00,REGDN,0.92,N
12/17/2025,22:00,REGUP,3.4,N
12/17/2025,23:00,ECRS,3,N
12/17/2025,23:00,NSPIN,4.82,N
12/17/2025,23:00,RRS,3,N
12/17/2025,23:00,REGUP,3.33,N
12/17/2025,23:00,REGDN,1.11,N
12/17/2025,24:00,ECRS,3,N
12/17/2025,24:00,NSPIN,5,N
12/17/2025,24:00,RRS,3,N
12/17/2025,24:00,REGUP,3.45,N
12/17/2025,24:00,REGDN,1,N
12/18/2025,01:00,ECRS,0.86,N
12/18/2025,01:00,REGDN,0.48,N
12/18/2025,01:00,REGUP,1.02,N
12/18/2025,01:00,NSPIN,3,N
12/18/2025,01:00,RRS,0.77,N
12/18/2025,02:00,ECRS,0.59,N
12/18/2025,02:00,NSPIN,3,N
12/18/2025,02:00,RRS,0.5,N
