DELIVERY_DATE,HOUR_ENDING,SYSTEM_WIDE_GEN,COP_HSL_SYSTEM_WIDE,STWPF_SYSTEM_WIDE,WGRPP_SYSTEM_WIDE,GEN_LZ_SOUTH_HOUSTON,COP_HSL_LZ_SOUTH_HOUSTON,STWPF_LZ_SOUTH_HOUSTON,WGRPP_LZ_SOUTH_HOUSTON,GEN_LZ_WEST,COP_HSL_LZ_WEST,STWPF_LZ_WEST,WGRPP_LZ_WEST,GEN_LZ_NORTH,COP_HSL_LZ_NORTH,STWPF_LZ_NORTH,WGRPP_LZ_NORTH,SYSTEM_WIDE_HSL,DSTFlag
11/29/2025,05,23296.1,28716.4,27989,26870.6,4882.68,5930.3,5013.1,4725,16267.3,20122.5,20363.1,19629.7,2146.12,2663.6,2612.8,2515.9,27872.76,N
11/29/2025,05,23296.1,28716.4,27989,26870.6,4882.68,5930.3,5013.1,4725,16267.3,20122.5,20363.1,19629.7,2146.12,2663.6,2612.8,2515.9,27872.76,N
11/29/2025,05,23296.1,28716.4,27989,26870.6,4882.68,5930.3,5013.1,4725,16267.3,20122.5,20363.1,19629.7,2146.12,2663.6,2612.8,2515.9,27872.76,N
11/29/2025,05,23296.1,28716.4,27989,26870.6,4882.68,5930.3,5013.1,4725,16267.3,20122.5,20363.1,19629.7,2146.12,2663.6,2612.8,2515.9,27872.76,N
11/29/2025,05,23296.1,28716.4,27989,26870.6,4882.68,5930.3,5013.1,4725,16267.3,20122.5,20363.1,19629.7,2146.12,2663.6,2612.8,2515.9,27872.76,N
11/29/2025,06,23355.51,27225.7,26801.4,25709.6,5071.73,5368,5112.3,4830.2,16287.66,19226.2,19292.9,18577.8,1996.12,2631.5,2396.2,2301.6,26750.8,N
11/29/2025,06,23355.51,27225.7,26801.4,25709.6,5071.73,5368,5112.3,4830.2,16287.66,19226.2,19292.9,18577.8,1996.12,2631.5,2396.2,2301.6,26750.8,N
11/29/2025,06,23355.51,27225.7,26801.4,25709.6,5071.73,5368,5112.3,4830.2,16287.66,19226.2,19292.9,18577.8,1996.12,2631.5,2396.2,2301.6,26750.8,N
11/29/2025,06,23355.51,27225.7,26801.4,25709.6,5071.73,5368,5112.3,4830.2,16287.66,19226.2,19292.9,18577.8,1996.12,2631.5,2396.2,2301.6,26750.8,N
11/29/2025,06,23355.51,27225.7,26801.4,25709.6,5071.73,5368,5112.3,4830.2,16287.66,19226.2,19292.9,18577.8,1996.12,2631.5,2396.2,2301.6,26750.8,N
11/29/2025,06,23355.51,27225.7,26801.4,25709.6,5071.73,5368,5112.3,4830.2,16287.66,19226.2,19292.9,18577.8,1996.12,2631.5,2396.2,2301.6,26750.8,N
11/29/2025,07,22682.5,26155.1,25711.9,24602.9,5047.88,5485.8,5240.8,4953.1,15668.15,18140.3,18140.2,17415.6,1966.47,2529,2330.9,2234.2,25636.11,N
11/29/2025,07,22682.5,26155.1,25711.9,24602.9,5047.88,5485.8,5240.8,4953.1,15668.15,18140.3,18140.2,17415.6,1966.47,2529,2330.9,2234.2,25636.11,N
11/29/2025,07,22682.5,26155.1,25711.9,24602.9,5047.88,5485.8,5240.8,4953.1,15668.15,18140.3,18140.2,17415.6,1966.47,2529,2330.9,2234.2,25636.11,N
11/29/2025,07,22682.5,26155.1,25711.9,24602.9,5047.88,5485.8,5240.8,4953.1,15668.15,18140.3,18140.2,17415.6,1966.47,2529,2330.9,2234.2,25636.11,N
11/29/2025,07,22682.5,26155.1,25711.9,24602.9,5047.88,5485.8,5240.8,4953.1,15668.15,18140.3,18140.2,17415.6,1966.47,2529,2330.9,2234.2,25636.11,N
11/29/2025,07,22682.5,26155.1,25711.9,24602.9,5047.88,5485.8,5240.8,4953.1,15668.15,18140.3,18140.2,17415.6,1966.47,2529,2330.9,2234.2,25636.11,N
11/29/2025,07,22682.5,26155.1,25711.9,24602.9,5047.88,5485.8,5240.8,4953.1,15668.15,18140.3,18140.2,17415.6,1966.47,2529,2330.9,2234.2,25636.11,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,08,22035.11,24671.1,22818.8,21686.4,4849.58,5487.5,4697.5,4405.7,15176.58,16759.3,15941.3,15198.5,2008.95,2424.3,2180,2082.2,23088.8,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,09,20735.08,22553.6,21934.1,20797.1,5274.86,5323.1,5355.5,5062.2,13388.92,14869.9,14295.2,13549.8,2071.3,2360.6,2283.4,2185.1,22072.97,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,10,18890.53,20475.3,20828.4,19686.2,5830.85,5676.8,6121.7,5825.4,11038.19,12673.4,12635.4,11889,2021.49,2125.1,2071.3,1971.8,20985.05,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,11,17621.7,19763,21021.3,19878.7,5836.68,6443.9,6344.9,6046.7,9707.36,11174.6,12583.6,11839.8,2077.66,2144.5,2092.8,1992.2,21188.38,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,12,16809.24,18279.4,20027.9,18883,5744.37,6161.2,6274.6,5977.3,8957.91,10252.9,11666.1,10919,2106.96,1865.3,2087.2,1986.7,20284.8,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,13,17203.16,18093.7,19728,18584.3,5259.91,5701.1,5889.3,5594.5,10215.29,10869.6,12084.5,11332.7,1727.96,1523,1754.2,1657.1,19937.75,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,14,16478.89,18059.8,19573.7,18430.7,4978.59,5294.7,5752.8,5462.3,10114.17,11471.4,12377.5,11625,1386.13,1293.7,1443.4,1343.4,19632.39,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,15,15842.26,18653.8,19367.5,18226.2,4721.5,4961.7,5588.7,5298.8,10044.92,12603.3,12679,11923.1,1075.84,1088.8,1099.8,1004.3,19414.91,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,16,16749.1,19987.1,21702.6,20561.5,4883.22,5039.2,5602,5315.5,10598.03,13804.6,14601,13855.1,1267.85,1143.3,1499.6,1390.9,21612.83,N
11/29/2025,17,19640.12,21424.5,23055.8,21924.4,4845.08,4981.6,5552.3,5263.6,13330.36,14963.4,15846.7,15110.8,1464.68,1479.5,1656.8,1550,23158.67,N
11/29/2025,17,19640.12,21424.5,23055.8,21924.4,4845.08,4981.6,5552.3,5263.6,13330.36,14963.4,15846.7,15110.8,1464.68,1479.5,1656.8,1550,23158.67,N
11/29/2025,17,19640.12,21424.5,23055.8,21924.4,4845.08,4981.6,5552.3,5263.6,13330.36,14963.4,15846.7,15110.8,1464.68,1479.5,1656.8,1550,23158.67,N
11/29/2025,17,19640.12,21424.5,23055.8,21924.4,4845.08,4981.6,5552.3,5263.6,13330.36,14963.4,15846.7,15110.8,1464.68,1479.5,1656.8,1550,23158.67,N
11/29/2025,17,19640.12,21424.5,23055.8,21924.4,4845.08,4981.6,5552.3,5263.6,13330.36,14963.4,15846.7,15110.8,1464.68,1479.5,1656.8,1550,23158.67,N
11/29/2025,17,19640.12,21424.5,23055.8,21924.4,4845.08,4981.6,5552.3,5263.6,13330.36,14963.4,15846.7,15110.8,1464.68,1479.5,1656.8,1550,23158.67,N
11/29/2025,17,19640.12,21424.5,23055.8,21924.4,4845.08,4981.6,5552.3,5263.6,13330.36,14963.4,15846.7,15110.8,1464.68,1479.5,1656.8,1550,23158.67,N
