OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
07/30/2019,01:00,16812.82,13045.52,5153.31,12549.14,47560.77,N
07/30/2019,02:00,15776.93,12177.06,5004.13,11982.08,44940.20,N
07/30/2019,03:00,15051.88,11575.67,4900.80,11636.72,43165.07,N
07/30/2019,04:00,14644.23,11179.99,4817.23,11456.16,42097.60,N
07/30/2019,05:00,14582.87,11022.83,4767.57,11525.30,41898.57,N
07/30/2019,06:00,14988.06,11241.33,4800.71,11888.61,42918.72,N
07/30/2019,07:00,15702.74,11673.76,4854.08,12320.61,44551.19,N
07/30/2019,08:00,16188.68,11852.60,4902.52,12533.65,45477.44,N
07/30/2019,09:00,17304.14,12381.93,5011.28,13240.04,47937.38,N
07/30/2019,10:00,18847.19,13346.87,5200.73,14330.87,51725.67,N
07/30/2019,11:00,20752.39,14471.67,5396.96,15479.64,56100.66,N
07/30/2019,12:00,22656.79,15539.17,5603.72,16448.93,60248.62,N
07/30/2019,13:00,24381.70,16644.49,5829.04,17269.57,64124.80,N
07/30/2019,14:00,25742.32,17532.87,5994.47,17915.10,67184.76,N
07/30/2019,15:00,26765.12,18273.44,6096.34,18383.20,69518.11,N
07/30/2019,16:00,27293.07,18699.47,6196.28,18470.10,70658.92,N
07/30/2019,17:00,27460.97,18898.79,6224.01,18150.64,70734.41,N
07/30/2019,18:00,27341.06,19040.23,6259.53,17082.74,69723.56,N
07/30/2019,19:00,26913.34,18754.25,6234.78,15689.85,67592.22,N
07/30/2019,20:00,25749.59,18122.72,6111.14,14620.70,64604.14,N
07/30/2019,21:00,24504.31,17391.08,5973.01,14113.79,61982.19,N
07/30/2019,22:00,23429.89,16640.52,5850.19,13705.06,59625.66,N
07/30/2019,23:00,21524.33,15439.25,5620.15,13026.04,55609.76,N
07/30/2019,24:00,19600.82,14253.80,5423.70,12335.85,51614.17,N
07/29/2019,01:00,17506.34,12513.47,5259.02,12391.00,47669.83,N
07/29/2019,02:00,16457.16,11730.47,5131.61,11892.80,45212.04,N
07/29/2019,03:00,15729.27,11154.58,5065.87,11567.42,43517.14,N
07/29/2019,04:00,15267.85,10792.34,5015.88,11465.60,42541.66,N
07/29/2019,05:00,15227.71,10664.15,4971.33,11570.05,42433.24,N
07/29/2019,06:00,15629.78,10961.07,4981.42,11910.71,43482.97,N
07/29/2019,07:00,16242.98,11438.58,4910.58,12296.90,44889.04,N
07/29/2019,08:00,16671.89,11653.45,4903.32,12615.55,45844.20,N
07/29/2019,09:00,17513.92,12300.45,5044.35,13478.23,48336.95,N
07/29/2019,10:00,18836.73,13288.10,5217.56,14587.63,51930.01,N
07/29/2019,11:00,20299.73,14341.74,5389.94,15754.60,55786.01,N
07/29/2019,12:00,21271.73,15362.77,5573.87,16657.56,58865.94,N
07/29/2019,13:00,22016.76,16293.05,5737.46,17421.60,61468.87,N
07/29/2019,14:00,22739.45,17180.88,5914.47,18089.17,63923.98,N
07/29/2019,15:00,23137.87,17874.50,6051.29,18299.42,65363.09,N
07/29/2019,16:00,23580.77,18353.30,6123.61,17979.07,66036.74,N
07/29/2019,17:00,24275.09,18676.28,6117.25,16965.52,66034.14,N
07/29/2019,18:00,24355.50,18765.02,6095.09,16084.58,65300.18,N
07/29/2019,19:00,23949.69,18511.48,6059.12,15621.53,64141.82,N
07/29/2019,20:00,23056.71,17909.52,5958.15,15361.00,62285.37,N
07/29/2019,21:00,22282.75,17237.32,5850.68,15241.00,60611.75,N
07/29/2019,22:00,21465.51,16595.88,5769.59,14953.58,58784.57,N
07/29/2019,23:00,19916.21,15410.28,5553.00,14180.67,55060.16,N
07/29/2019,24:00,18228.46,14118.54,5358.26,13306.62,51011.89,N
