OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
08/30/2022,01:00,17145.81,13410.55,5975.05,11753.14,48284.56,N
08/30/2022,02:00,16181.16,12754.51,5939.19,11406.60,46281.46,N
08/30/2022,03:00,15642.45,12398.42,5991.06,11193.77,45225.71,N
08/30/2022,04:00,15344.31,12182.41,6064.42,11182.15,44773.28,N
08/30/2022,05:00,15294.23,12146.42,6034.35,11384.33,44859.33,N
08/30/2022,06:00,15818.86,12515.75,6042.55,11885.69,46262.84,N
08/30/2022,07:00,16865.92,13204.87,6102.21,12486.03,48659.02,N
08/30/2022,08:00,17154.38,13352.04,6048.64,12655.66,49210.72,N
08/30/2022,09:00,17513.19,13593.05,6127.72,13017.04,50251.00,N
08/30/2022,10:00,17998.26,14243.73,6155.04,13827.70,52224.73,N
08/30/2022,11:00,18726.24,14998.98,6288.18,14645.79,54659.20,N
08/30/2022,12:00,19473.60,15708.23,6410.15,15093.00,56684.98,N
08/30/2022,13:00,20188.58,16067.86,6469.75,15453.62,58179.81,N
08/30/2022,14:00,21029.41,16269.89,6512.66,15819.36,59631.33,N
08/30/2022,15:00,21702.25,16032.05,6571.39,15807.48,60113.17,N
08/30/2022,16:00,22053.51,15832.14,6665.00,15448.87,59999.51,N
08/30/2022,17:00,22139.06,15699.15,6733.12,14996.02,59567.35,N
08/30/2022,18:00,21522.57,15479.42,6741.19,14586.42,58329.60,N
08/30/2022,19:00,20776.14,15103.85,6714.34,14089.73,56684.06,N
08/30/2022,20:00,20039.13,14802.43,6696.93,13853.94,55392.43,N
08/30/2022,21:00,19874.05,14841.63,6739.08,13881.15,55335.91,N
08/30/2022,22:00,19152.53,14431.95,6640.64,13512.77,53737.90,N
08/30/2022,23:00,17924.29,13664.51,6454.60,12874.90,50918.30,N
08/30/2022,24:00,16607.07,12797.15,6313.76,12181.12,47899.10,N
08/29/2022,01:00,18418.23,13744.74,5968.66,12907.17,51038.80,N
08/29/2022,02:00,17353.94,12859.50,5929.06,12436.43,48578.93,N
08/29/2022,03:00,16657.76,12341.88,5933.98,12161.45,47095.08,N
08/29/2022,04:00,16221.90,12019.36,5966.03,12081.78,46289.08,N
08/29/2022,05:00,16101.92,12046.21,5953.19,12120.03,46221.34,N
08/29/2022,06:00,16441.40,12297.39,5999.06,12418.11,47155.96,N
08/29/2022,07:00,17429.83,12953.10,6321.72,12794.82,49499.46,N
