OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
05/30/2020,01:00,12740.32,9484.06,4409.69,10458.27,37092.34,N
05/30/2020,02:00,11728.13,8817.10,4284.60,9857.64,34687.48,N
05/30/2020,03:00,11125.45,8338.68,4191.23,9420.92,33076.29,N
05/30/2020,04:00,10574.34,8002.63,4113.89,9100.62,31791.49,N
05/30/2020,05:00,10327.27,7784.93,4064.89,8917.25,31094.35,N
05/30/2020,06:00,10309.02,7766.39,4038.10,8882.57,30996.08,N
05/30/2020,07:00,10310.21,7845.34,4024.28,8897.35,31077.19,N
05/30/2020,08:00,10727.22,8040.62,4008.71,9090.55,31867.09,N
05/30/2020,09:00,11724.60,8672.35,4119.22,9643.53,34159.70,N
05/30/2020,10:00,12928.06,9459.58,4287.82,10328.40,37003.86,N
05/30/2020,11:00,14180.26,10310.12,4452.58,11141.44,40084.39,N
05/30/2020,12:00,15451.31,11159.63,4612.71,12061.15,43284.79,N
05/30/2020,13:00,16621.27,11876.22,4751.63,12900.44,46149.56,N
05/30/2020,14:00,17469.53,12469.96,4899.57,13549.38,48388.44,N
05/30/2020,15:00,18227.43,12937.81,5020.71,13991.35,50177.31,N
05/30/2020,16:00,18887.26,13344.13,5129.51,14361.01,51721.92,N
05/30/2020,17:00,19307.21,13574.87,5200.15,14415.96,52498.19,N
05/30/2020,18:00,19419.06,13595.89,5250.36,14200.28,52465.59,N
05/30/2020,19:00,19050.07,13331.22,5216.51,13918.17,51515.96,N
05/30/2020,20:00,18140.45,12815.38,5125.87,13510.74,49592.43,N
05/30/2020,21:00,17023.81,12292.55,4971.44,13133.09,47420.89,N
05/30/2020,22:00,16259.34,11972.04,4879.79,12746.90,45858.07,N
05/30/2020,23:00,15145.39,11283.32,4726.41,12131.30,43286.41,N
05/30/2020,24:00,13849.20,10546.71,4564.39,11488.69,40449.00,N
05/29/2020,01:00,12603.25,9829.25,4328.99,10274.79,37036.28,N
05/29/2020,02:00,11655.09,9209.57,4214.00,9737.33,34816.00,N
05/29/2020,03:00,11049.24,8770.22,4127.70,9381.83,33329.00,N
05/29/2020,04:00,10658.75,8447.04,4091.47,9130.58,32327.84,N
05/29/2020,05:00,10570.65,8334.14,4077.91,9059.83,32042.52,N
05/29/2020,06:00,10870.91,8439.30,4078.42,9230.54,32619.17,N
05/29/2020,07:00,11295.57,8811.94,4142.48,9509.87,33759.86,N
05/29/2020,08:00,12003.04,9137.61,4202.31,9952.98,35295.95,N
05/29/2020,09:00,12958.95,9679.91,4300.38,10732.73,37671.98,N
05/29/2020,10:00,13979.41,10374.26,4469.06,11569.40,40392.14,N
05/29/2020,11:00,15057.95,11157.68,4584.39,12412.60,43212.63,N
05/29/2020,12:00,16165.63,11924.27,4743.70,13210.33,46043.93,N
05/29/2020,13:00,17062.39,12540.75,4850.09,13893.83,48347.05,N
05/29/2020,14:00,17954.67,13042.76,4981.58,14473.89,50452.91,N
05/29/2020,15:00,18719.20,13477.47,5100.15,14878.18,52174.99,N
05/29/2020,16:00,19411.14,13799.20,5201.16,15105.16,53516.66,N
05/29/2020,17:00,19876.37,13954.74,5286.60,15111.31,54229.02,N
05/29/2020,18:00,20051.01,13827.60,5304.10,14955.15,54137.86,N
05/29/2020,19:00,19581.16,13334.49,5267.21,14388.74,52571.59,N
05/29/2020,20:00,18520.81,12686.99,5158.45,13616.39,49982.65,N
05/29/2020,21:00,17390.82,12279.03,5016.83,13161.19,47847.86,N
05/29/2020,22:00,16685.35,11938.66,4946.15,12694.65,46264.81,N
05/29/2020,23:00,15433.10,11177.04,4774.22,12003.83,43388.19,N
05/29/2020,24:00,14038.77,10314.05,4568.70,11204.81,40126.34,N
05/28/2020,01:00,12098.71,9512.63,4434.66,9133.75,35179.74,N
05/28/2020,02:00,11310.41,8927.71,4330.58,8777.45,33346.15,N
05/28/2020,03:00,10672.07,8415.14,4233.26,8568.99,31889.46,N
05/28/2020,04:00,10352.39,8159.14,4190.09,8434.38,31135.99,N
05/28/2020,05:00,10364.92,8070.54,4149.89,8491.61,31076.96,N
05/28/2020,06:00,10733.64,8290.51,4154.86,8718.17,31897.18,N
05/28/2020,07:00,11337.17,8673.08,4197.06,9040.78,33248.08,N
05/28/2020,08:00,11950.03,9125.51,4232.72,9506.04,34814.30,N
05/28/2020,09:00,12589.99,9785.46,4319.98,10165.08,36860.51,N
05/28/2020,10:00,13314.72,10597.75,4437.01,10878.22,39227.70,N
05/28/2020,11:00,14225.09,11538.57,4597.61,11855.54,42216.81,N
05/28/2020,12:00,15254.42,12519.90,4751.51,12852.28,45378.11,N
05/28/2020,13:00,16186.31,13580.14,4860.56,13736.19,48363.20,N
05/28/2020,14:00,17208.83,14547.42,4946.97,14435.20,51138.42,N
05/28/2020,15:00,17954.96,15258.04,5011.28,14622.84,52847.12,N
05/28/2020,16:00,18856.98,15660.80,5041.15,14432.76,53991.69,N
05/28/2020,17:00,19190.21,15420.68,5045.47,14156.51,53812.87,N
05/28/2020,18:00,19294.80,14826.79,5083.34,13833.58,53038.50,N
05/28/2020,19:00,18868.31,13988.98,5024.18,13492.85,51374.33,N
05/28/2020,20:00,17890.91,13224.15,4938.81,12915.77,48969.64,N
05/28/2020,21:00,17015.41,12812.11,4864.68,12602.12,47294.32,N
05/28/2020,22:00,16531.76,12476.73,4805.16,12309.03,46122.68,N
05/28/2020,23:00,15291.08,11673.13,4637.55,11689.10,43290.86,N
05/28/2020,24:00,13848.85,10699.56,4450.01,10940.12,39938.54,N
05/27/2020,01:00,10933.80,9220.85,4232.41,10100.65,34487.71,N
05/27/2020,02:00,10266.02,8538.23,4155.51,9494.61,32454.37,N
05/27/2020,03:00,9839.01,8065.32,4082.75,9067.85,31054.93,N
05/27/2020,04:00,9588.31,7773.31,4036.60,8821.99,30220.21,N
05/27/2020,05:00,9645.07,7705.25,4032.18,8787.23,30169.73,N
05/27/2020,06:00,10002.60,7929.45,4044.02,8997.51,30973.59,N
05/27/2020,07:00,10591.13,8334.67,4089.70,9279.69,32295.18,N
05/27/2020,08:00,11184.29,8763.46,4148.64,9816.04,33912.42,N
05/27/2020,09:00,12041.90,9502.05,4264.85,10731.19,36539.99,N
05/27/2020,10:00,12862.35,10422.89,4452.04,11651.84,39389.12,N
05/27/2020,11:00,13768.30,11403.29,4523.35,12625.21,42320.14,N
05/27/2020,12:00,14645.23,12396.39,4685.76,13539.35,45266.72,N
05/27/2020,13:00,15446.08,13327.43,4834.67,14449.35,48057.53,N
05/27/2020,14:00,16210.58,14114.03,5022.88,15295.59,50643.07,N
05/27/2020,15:00,16920.79,14811.55,5163.88,15760.04,52656.25,N
05/27/2020,16:00,17629.24,15241.10,5278.19,15662.19,53810.73,N
05/27/2020,17:00,18211.43,15185.92,5323.33,13645.37,52366.04,N
05/27/2020,18:00,18498.98,14918.76,5347.58,11631.73,50397.05,N
05/27/2020,19:00,18179.60,14532.23,5307.34,10972.62,48991.78,N
05/27/2020,20:00,17172.95,13873.60,5188.70,10714.67,46949.93,N
05/27/2020,21:00,16390.54,13185.08,5116.85,10742.84,45435.31,N
05/27/2020,22:00,15830.00,12307.80,5023.44,10741.12,43902.36,N
05/27/2020,23:00,14573.30,11345.58,4793.12,10324.32,41036.31,N
05/27/2020,24:00,13213.88,10353.95,4576.07,9691.59,37835.48,N
05/26/2020,01:00,10377.40,9238.09,4043.12,10219.51,33878.11,N
05/26/2020,02:00,9820.98,8664.11,3962.50,9707.93,32155.52,N
05/26/2020,03:00,9470.90,8240.36,3896.88,9294.47,30902.62,N
05/26/2020,04:00,9338.55,8020.43,3863.36,9007.48,30229.81,N
05/26/2020,05:00,9439.01,7935.14,3852.11,8946.58,30172.84,N
05/26/2020,06:00,9889.34,8052.53,3891.50,9152.80,30986.18,N
05/26/2020,07:00,10519.87,8409.24,3949.49,9514.70,32393.30,N
05/26/2020,08:00,11105.19,8743.29,4000.90,9813.74,33663.12,N
05/26/2020,09:00,11849.82,9250.86,4085.82,10244.12,35430.63,N
05/26/2020,10:00,12545.56,9787.61,4182.67,10872.21,37388.03,N
05/26/2020,11:00,13174.45,10414.06,4271.98,11691.11,39551.60,N
05/26/2020,12:00,13644.70,11165.95,4361.77,12455.62,41628.04,N
05/26/2020,13:00,14060.54,11795.33,4467.93,13317.95,43641.75,N
05/26/2020,14:00,14414.51,12426.25,4598.94,14180.62,45620.31,N
05/26/2020,15:00,14748.77,13002.15,4731.72,14802.99,47285.62,N
05/26/2020,16:00,14856.85,13562.58,4808.03,15123.70,48351.16,N
05/26/2020,17:00,14920.03,13880.31,4874.66,15284.99,48959.99,N
05/26/2020,18:00,15065.64,13989.07,4901.30,15157.82,49113.84,N
05/26/2020,19:00,15105.41,13823.55,4902.24,14534.90,48366.09,N
05/26/2020,20:00,14728.63,13349.21,4879.18,13753.84,46710.85,N
05/26/2020,21:00,14387.22,12744.83,4830.72,13276.79,45239.56,N
05/26/2020,22:00,14170.50,12259.16,4695.92,12773.53,43899.11,N
