DeliveryDate,DeliveryHour,DeliveryInterval,RepeatedHourFlag,ASType,MCPC
12/10/2025,15,2,N,REGDN,1.82
12/10/2025,15,2,N,REGUP,0.86
12/10/2025,15,2,N,RRS,0.01
12/10/2025,15,1,N,ECRS,0.02
12/10/2025,15,1,N,NSPIN,0.09
12/10/2025,15,1,N,REGDN,2.25
12/10/2025,15,1,N,REGUP,0.71
12/10/2025,15,1,N,RRS,0.01
12/10/2025,16,4,N,ECRS,0.03
12/10/2025,16,4,N,NSPIN,0.11
12/10/2025,16,4,N,REGDN,17.27
12/10/2025,16,4,N,REGUP,0.3
12/10/2025,16,4,N,RRS,0.01
12/10/2025,16,3,N,ECRS,0.03
12/10/2025,16,3,N,NSPIN,0.1
12/10/2025,16,3,N,REGDN,11.9
12/10/2025,16,3,N,REGUP,0.6
12/10/2025,16,3,N,RRS,0.01
12/10/2025,16,2,N,ECRS,0.03
12/10/2025,16,2,N,NSPIN,0.12
12/10/2025,16,2,N,REGDN,3.88
12/10/2025,16,2,N,REGUP,0.6
12/10/2025,16,2,N,RRS,0.02
12/10/2025,16,1,N,ECRS,0.03
12/10/2025,16,1,N,NSPIN,0.13
12/10/2025,16,1,N,REGDN,6.04
12/10/2025,16,1,N,REGUP,0.56
12/10/2025,16,1,N,RRS,0.02
12/10/2025,17,4,N,ECRS,0.04
12/10/2025,17,4,N,NSPIN,0.18
12/10/2025,17,4,N,REGDN,0.77
12/10/2025,17,4,N,REGUP,2.2
12/10/2025,17,4,N,RRS,0.02
12/10/2025,17,3,N,ECRS,0.01
12/10/2025,17,3,N,NSPIN,0.04
12/10/2025,17,3,N,REGDN,0.22
12/10/2025,17,3,N,REGUP,2.12
12/10/2025,17,3,N,RRS,0.01
12/10/2025,17,2,N,ECRS,0.01
12/10/2025,17,2,N,NSPIN,0.02
12/10/2025,17,2,N,REGDN,0.67
12/10/2025,17,2,N,REGUP,1.97
12/10/2025,17,2,N,RRS,0
12/10/2025,17,1,N,ECRS,0
12/10/2025,17,1,N,NSPIN,0.01
12/10/2025,17,1,N,REGDN,1.97
12/10/2025,17,1,N,REGUP,0.53
12/10/2025,17,1,N,RRS,0
12/10/2025,18,4,N,ECRS,0.76
12/10/2025,18,4,N,NSPIN,4.05
12/10/2025,18,4,N,REGDN,1.91
12/10/2025,18,4,N,REGUP,0.51
12/10/2025,18,4,N,RRS,0.51
12/10/2025,18,3,N,ECRS,0.94
12/10/2025,18,3,N,NSPIN,7.31
12/10/2025,18,3,N,REGDN,1.86
12/10/2025,18,3,N,REGUP,0.96
12/10/2025,18,3,N,RRS,0.93
12/10/2025,18,2,N,ECRS,0.58
12/10/2025,18,2,N,NSPIN,2.33
12/10/2025,18,2,N,REGDN,1.89
12/10/2025,18,2,N,REGUP,0.76
12/10/2025,18,2,N,RRS,0.3
12/10/2025,18,1,N,ECRS,0.4
12/10/2025,18,1,N,NSPIN,1.59
12/10/2025,18,1,N,REGDN,1.17
12/10/2025,18,1,N,REGUP,0.04
12/10/2025,18,1,N,RRS,0.2
12/10/2025,19,4,N,ECRS,1.89
12/10/2025,19,4,N,NSPIN,8.02
12/10/2025,19,4,N,REGDN,0.2
12/10/2025,19,4,N,REGUP,0.5
12/10/2025,19,4,N,RRS,1.01
12/10/2025,19,3,N,ECRS,1.75
12/10/2025,19,3,N,NSPIN,7.44
12/10/2025,19,3,N,REGDN,0.48
12/10/2025,19,3,N,REGUP,0.54
12/10/2025,19,3,N,RRS,0.93
12/10/2025,19,2,N,ECRS,1.55
12/10/2025,19,2,N,NSPIN,6.73
12/10/2025,19,2,N,REGDN,0.81
12/10/2025,19,2,N,REGUP,0.47
12/10/2025,19,2,N,RRS,0.84
12/10/2025,19,1,N,ECRS,1.58
12/10/2025,19,1,N,NSPIN,6.35
12/10/2025,19,1,N,REGDN,0.89
12/10/2025,19,1,N,REGUP,0.28
12/10/2025,19,1,N,RRS,0.79
12/10/2025,20,4,N,ECRS,2.21
12/10/2025,20,4,N,NSPIN,9.43
12/10/2025,20,4,N,REGDN,0.2
12/10/2025,20,4,N,REGUP,1.32
12/10/2025,20,4,N,RRS,1.18
12/10/2025,20,3,N,ECRS,2.44
12/10/2025,20,3,N,NSPIN,9.84
12/10/2025,20,3,N,REGDN,0.2
12/10/2025,20,3,N,REGUP,1.26
12/10/2025,20,3,N,RRS,1.23
12/10/2025,20,2,N,ECRS,2.5
12/10/2025,20,2,N,NSPIN,10
12/10/2025,20,2,N,REGDN,0.11
12/10/2025,20,2,N,REGUP,0.99
12/10/2025,20,2,N,RRS,1.25
12/10/2025,20,1,N,ECRS,2.43
12/10/2025,20,1,N,NSPIN,9.98
12/10/2025,20,1,N,REGDN,0.5
12/10/2025,20,1,N,REGUP,1.27
12/10/2025,20,1,N,RRS,1.25
12/10/2025,21,4,N,ECRS,1.52
12/10/2025,21,4,N,NSPIN,9.83
12/10/2025,21,4,N,REGDN,0.19
12/10/2025,21,4,N,REGUP,1.23
12/10/2025,21,4,N,RRS,1.23
12/10/2025,21,3,N,ECRS,1.31
12/10/2025,21,3,N,NSPIN,10.34
12/10/2025,21,3,N,REGDN,0.1
12/10/2025,21,3,N,REGUP,1.29
12/10/2025,21,3,N,RRS,1.29
12/10/2025,21,2,N,ECRS,1.33
12/10/2025,21,2,N,NSPIN,10.3
12/10/2025,21,2,N,REGDN,0.1
12/10/2025,21,2,N,REGUP,1.31
12/10/2025,21,2,N,RRS,1.29
12/10/2025,21,1,N,ECRS,2.41
12/10/2025,21,1,N,NSPIN,10.19
12/10/2025,21,1,N,REGDN,0.2
12/10/2025,21,1,N,REGUP,1.48
12/10/2025,21,1,N,RRS,1.28
12/10/2025,22,4,N,ECRS,1.82
12/10/2025,22,4,N,NSPIN,7.98
12/10/2025,22,4,N,REGDN,0.49
12/10/2025,22,4,N,REGUP,1.01
12/10/2025,22,4,N,RRS,1
12/10/2025,22,3,N,ECRS,1.82
12/10/2025,22,3,N,NSPIN,7.29
12/10/2025,22,3,N,REGDN,0.4
12/10/2025,22,3,N,REGUP,0.89
12/10/2025,22,3,N,RRS,0.91
12/10/2025,22,2,N,ECRS,2.12
12/10/2025,22,2,N,NSPIN,8.47
12/10/2025,22,2,N,REGDN,0.4
12/10/2025,22,2,N,REGUP,0.9
12/10/2025,22,2,N,RRS,1.06
12/10/2025,22,1,N,ECRS,2.24
12/10/2025,22,1,N,NSPIN,8.99
12/10/2025,22,1,N,REGDN,0.4
12/10/2025,22,1,N,REGUP,1
12/10/2025,22,1,N,RRS,1.12
12/10/2025,23,4,N,ECRS,0.82
12/10/2025,23,4,N,NSPIN,4.95
12/10/2025,23,4,N,REGDN,1.23
12/10/2025,23,4,N,REGUP,1.04
12/10/2025,23,4,N,RRS,0.62
12/10/2025,23,3,N,ECRS,1.35
12/10/2025,23,3,N,NSPIN,6.48
12/10/2025,23,3,N,REGDN,1.5
12/10/2025,23,3,N,REGUP,1.11
12/10/2025,23,3,N,RRS,0.81
12/10/2025,23,2,N,ECRS,1.8
12/10/2025,23,2,N,NSPIN,7.2
12/10/2025,23,2,N,REGDN,1.66
12/10/2025,23,2,N,REGUP,1.73
12/10/2025,23,2,N,RRS,0.9
12/10/2025,23,1,N,ECRS,2.01
12/10/2025,23,1,N,NSPIN,8.14
12/10/2025,23,1,N,REGDN,1.74
12/10/2025,23,1,N,REGUP,1.41
12/10/2025,23,1,N,RRS,1.02
12/10/2025,24,4,N,ECRS,0.58
12/10/2025,24,4,N,NSPIN,2.33
12/10/2025,24,4,N,REGDN,0.77
12/10/2025,24,4,N,REGUP,0.41
12/10/2025,24,4,N,RRS,0.29
12/10/2025,24,3,N,ECRS,0.61
12/10/2025,24,3,N,NSPIN,3.15
12/10/2025,24,3,N,REGDN,0.75
12/10/2025,24,3,N,REGUP,0.6
12/10/2025,24,3,N,RRS,0.39
12/10/2025,24,2,N,ECRS,0.66
12/10/2025,24,2,N,NSPIN,4.3
12/10/2025,24,2,N,REGDN,0.77
12/10/2025,24,2,N,REGUP,0.6
12/10/2025,24,2,N,RRS,0.54
12/10/2025,24,1,N,ECRS,0.73
12/10/2025,24,1,N,NSPIN,6.06
12/10/2025,24,1,N,REGDN,0.75
12/10/2025,24,1,N,REGUP,0.77
12/10/2025,24,1,N,RRS,0.76
12/11/2025,1,4,N,ECRS,0.27
12/11/2025,1,4,N,NSPIN,1.06
12/11/2025,1,4,N,REGDN,1.27
12/11/2025,1,4,N,REGUP,0.17
12/11/2025,1,4,N,RRS,0.13
12/11/2025,1,3,N,ECRS,0.27
12/11/2025,1,3,N,NSPIN,1.09
12/11/2025,1,3,N,REGDN,1.26
12/11/2025,1,3,N,REGUP,0.14
12/11/2025,1,3,N,RRS,0.14
12/11/2025,1,2,N,ECRS,0.35
12/11/2025,1,2,N,NSPIN,1.4
12/11/2025,1,2,N,REGDN,1.39
12/11/2025,1,2,N,REGUP,0.18
12/11/2025,1,2,N,RRS,0.18
12/11/2025,1,1,N,ECRS,0.39
12/11/2025,1,1,N,NSPIN,1.56
12/11/2025,1,1,N,REGDN,1.35
12/11/2025,1,1,N,REGUP,0.19
12/11/2025,1,1,N,RRS,0.2
12/11/2025,2,4,N,ECRS,0.3
12/11/2025,2,4,N,NSPIN,1.21
12/11/2025,2,4,N,REGDN,0.4
12/11/2025,2,4,N,REGUP,0.14
12/11/2025,2,4,N,RRS,0.15
12/11/2025,2,3,N,ECRS,0.29
12/11/2025,2,3,N,NSPIN,1.14
12/11/2025,2,3,N,REGDN,0.41
12/11/2025,2,3,N,REGUP,0.12
12/11/2025,2,3,N,RRS,0.14
12/11/2025,2,2,N,ECRS,0.28
12/11/2025,2,2,N,NSPIN,1.13
12/11/2025,2,2,N,REGDN,1.14
12/11/2025,2,2,N,REGUP,0.13
12/11/2025,2,2,N,RRS,0.14
12/11/2025,2,1,N,ECRS,0.3
12/11/2025,2,1,N,NSPIN,1.17
12/11/2025,2,1,N,REGDN,1.43
12/11/2025,2,1,N,REGUP,0.12
12/11/2025,2,1,N,RRS,0.15
12/11/2025,3,4,N,ECRS,0.3
12/11/2025,3,4,N,NSPIN,1.2
12/11/2025,3,4,N,REGDN,0.67
12/11/2025,3,4,N,REGUP,0.15
12/11/2025,3,4,N,RRS,0.15
12/11/2025,3,3,N,ECRS,0.31
12/11/2025,3,3,N,NSPIN,1.23
12/11/2025,3,3,N,REGDN,0.56
12/11/2025,3,3,N,REGUP,0.15
12/11/2025,3,3,N,RRS,0.16
12/11/2025,3,2,N,ECRS,0.31
12/11/2025,3,2,N,NSPIN,1.21
12/11/2025,3,2,N,REGDN,0.46
12/11/2025,3,2,N,REGUP,0.15
12/11/2025,3,2,N,RRS,0.16
12/11/2025,3,1,N,ECRS,0.38
12/11/2025,3,1,N,NSPIN,1.51
12/11/2025,3,1,N,REGDN,0.3
12/11/2025,3,1,N,REGUP,0.18
12/11/2025,3,1,N,RRS,0.19
12/11/2025,4,4,N,ECRS,0.2
12/11/2025,4,4,N,NSPIN,1.21
12/11/2025,4,4,N,REGDN,0.38
12/11/2025,4,4,N,REGUP,0
12/11/2025,4,4,N,RRS,0.15
12/11/2025,4,3,N,ECRS,0.2
12/11/2025,4,3,N,NSPIN,1.25
12/11/2025,4,3,N,REGDN,0.57
12/11/2025,4,3,N,REGUP,0.05
12/11/2025,4,3,N,RRS,0.16
12/11/2025,4,2,N,ECRS,0.2
12/11/2025,4,2,N,NSPIN,1.21
12/11/2025,4,2,N,REGDN,0.6
12/11/2025,4,2,N,REGUP,0.11
12/11/2025,4,2,N,RRS,0.15
12/11/2025,4,1,N,ECRS,0.22
12/11/2025,4,1,N,NSPIN,1.53
12/11/2025,4,1,N,REGDN,0.57
12/11/2025,4,1,N,REGUP,0.18
12/11/2025,4,1,N,RRS,0.19
12/11/2025,5,4,N,ECRS,0.19
12/11/2025,5,4,N,NSPIN,0.96
12/11/2025,5,4,N,REGDN,0.2
12/11/2025,5,4,N,REGUP,0
12/11/2025,5,4,N,RRS,0.12
12/11/2025,5,3,N,ECRS,0.2
12/11/2025,5,3,N,NSPIN,0.97
12/11/2025,5,3,N,REGDN,0.2
12/11/2025,5,3,N,REGUP,0
12/11/2025,5,3,N,RRS,0.12
12/11/2025,5,2,N,ECRS,0.19
12/11/2025,5,2,N,NSPIN,0.99
12/11/2025,5,2,N,REGDN,0.2
12/11/2025,5,2,N,REGUP,0
12/11/2025,5,2,N,RRS,0.12
12/11/2025,5,1,N,ECRS,0.22
12/11/2025,5,1,N,NSPIN,1.29
12/11/2025,5,1,N,REGDN,0.36
12/11/2025,5,1,N,REGUP,0
12/11/2025,5,1,N,RRS,0.16
12/11/2025,6,4,N,ECRS,0.25
12/11/2025,6,4,N,NSPIN,1.13
12/11/2025,6,4,N,REGDN,0
12/11/2025,6,4,N,REGUP,0.12
12/11/2025,6,4,N,RRS,0.14
12/11/2025,6,3,N,ECRS,0.25
12/11/2025,6,3,N,NSPIN,1.06
12/11/2025,6,3,N,REGDN,0.01
12/11/2025,6,3,N,REGUP,0.14
12/11/2025,6,3,N,RRS,0.14
12/11/2025,6,2,N,ECRS,0.2
12/11/2025,6,2,N,NSPIN,1
12/11/2025,6,2,N,REGDN,0
12/11/2025,6,2,N,REGUP,0.18
12/11/2025,6,2,N,RRS,0.13
12/11/2025,6,1,N,ECRS,0.22
12/11/2025,6,1,N,NSPIN,0.99
12/11/2025,6,1,N,REGDN,0.28
12/11/2025,6,1,N,REGUP,0.04
12/11/2025,6,1,N,RRS,0.13
12/11/2025,7,4,N,ECRS,0.54
12/11/2025,7,4,N,NSPIN,2.18
12/11/2025,7,4,N,REGDN,0.02
12/11/2025,7,4,N,REGUP,0.28
12/11/2025,7,4,N,RRS,0.28
12/11/2025,7,3,N,ECRS,0.48
12/11/2025,7,3,N,NSPIN,1.91
12/11/2025,7,3,N,REGDN,0.18
12/11/2025,7,3,N,REGUP,0.24
12/11/2025,7,3,N,RRS,0.24
12/11/2025,7,2,N,ECRS,0.46
12/11/2025,7,2,N,NSPIN,2.13
12/11/2025,7,2,N,REGDN,0.01
12/11/2025,7,2,N,REGUP,0.27
12/11/2025,7,2,N,RRS,0.27
12/11/2025,7,1,N,ECRS,0.38
12/11/2025,7,1,N,NSPIN,1.93
12/11/2025,7,1,N,REGDN,0.57
12/11/2025,7,1,N,REGUP,0.24
12/11/2025,7,1,N,RRS,0.24
12/11/2025,8,4,N,ECRS,0.35
12/11/2025,8,4,N,NSPIN,1.39
12/11/2025,8,4,N,REGDN,0.06
12/11/2025,8,4,N,REGUP,0.18
12/11/2025,8,4,N,RRS,0.18
12/11/2025,8,3,N,ECRS,0.48
12/11/2025,8,3,N,NSPIN,2.02
12/11/2025,8,3,N,REGDN,0
12/11/2025,8,3,N,REGUP,0.26
12/11/2025,8,3,N,RRS,0.26
12/11/2025,8,2,N,ECRS,0.52
12/11/2025,8,2,N,NSPIN,2.04
12/11/2025,8,2,N,REGDN,0
12/11/2025,8,2,N,REGUP,0.26
12/11/2025,8,2,N,RRS,0.26
12/11/2025,8,1,N,ECRS,0.61
12/11/2025,8,1,N,NSPIN,2.44
12/11/2025,8,1,N,REGDN,0
12/11/2025,8,1,N,REGUP,0.31
12/11/2025,8,1,N,RRS,0.31
12/11/2025,9,4,N,ECRS,0.14
12/11/2025,9,4,N,NSPIN,0.55
12/11/2025,9,4,N,REGDN,0.61
12/11/2025,9,4,N,REGUP,0.07
12/11/2025,9,4,N,RRS,0.07
12/11/2025,9,3,N,ECRS,0.22
12/11/2025,9,3,N,NSPIN,0.87
12/11/2025,9,3,N,REGDN,1.41
12/11/2025,9,3,N,REGUP,0.11
12/11/2025,9,3,N,RRS,0.11
12/11/2025,9,2,N,ECRS,0.26
12/11/2025,9,2,N,NSPIN,1.06
12/11/2025,9,2,N,REGDN,1.66
12/11/2025,9,2,N,REGUP,0.14
12/11/2025,9,2,N,RRS,0.14
12/11/2025,9,1,N,ECRS,0.55
12/11/2025,9,1,N,NSPIN,2.34
12/11/2025,9,1,N,REGDN,1.84
12/11/2025,9,1,N,REGUP,0.29
12/11/2025,9,1,N,RRS,0.29
12/11/2025,10,4,N,ECRS,0.16
12/11/2025,10,4,N,NSPIN,0.63
12/11/2025,10,4,N,REGDN,0.39
12/11/2025,10,4,N,REGUP,0.14
12/11/2025,10,4,N,RRS,0.08
12/11/2025,10,3,N,ECRS,0.16
12/11/2025,10,3,N,NSPIN,0.65
12/11/2025,10,3,N,REGDN,0.13
12/11/2025,10,3,N,REGUP,0.12
12/11/2025,10,3,N,RRS,0.08
12/11/2025,10,2,N,ECRS,0.15
12/11/2025,10,2,N,NSPIN,0.59
12/11/2025,10,2,N,REGDN,0.04
12/11/2025,10,2,N,REGUP,0.13
12/11/2025,10,2,N,RRS,0.08
12/11/2025,10,1,N,ECRS,0.15
12/11/2025,10,1,N,NSPIN,0.74
12/11/2025,10,1,N,REGDN,0.05
12/11/2025,10,1,N,REGUP,0.11
12/11/2025,10,1,N,RRS,0.09
12/11/2025,11,4,N,ECRS,0.11
12/11/2025,11,4,N,NSPIN,0.5
12/11/2025,11,4,N,REGDN,0.53
12/11/2025,11,4,N,REGUP,0.11
12/11/2025,11,4,N,RRS,0.06
12/11/2025,11,3,N,ECRS,0.12
12/11/2025,11,3,N,NSPIN,0.52
12/11/2025,11,3,N,REGDN,0.41
12/11/2025,11,3,N,REGUP,0.11
12/11/2025,11,3,N,RRS,0.07
12/11/2025,11,2,N,ECRS,0.15
12/11/2025,11,2,N,NSPIN,0.61
12/11/2025,11,2,N,REGDN,0.53
12/11/2025,11,2,N,REGUP,0.1
12/11/2025,11,2,N,RRS,0.08
12/11/2025,11,1,N,ECRS,0.17
12/11/2025,11,1,N,NSPIN,0.67
12/11/2025,11,1,N,REGDN,0.37
12/11/2025,11,1,N,REGUP,0.1
12/11/2025,11,1,N,RRS,0.09
12/11/2025,12,4,N,ECRS,0.15
12/11/2025,12,4,N,NSPIN,0.64
12/11/2025,12,4,N,REGDN,0.67
12/11/2025,12,4,N,REGUP,0.08
12/11/2025,12,4,N,RRS,0.08
12/11/2025,12,3,N,ECRS,0.14
12/11/2025,12,3,N,NSPIN,0.69
12/11/2025,12,3,N,REGDN,0.63
12/11/2025,12,3,N,REGUP,0.09
12/11/2025,12,3,N,RRS,0.09
12/11/2025,12,2,N,ECRS,0.19
12/11/2025,12,2,N,NSPIN,0.79
12/11/2025,12,2,N,REGDN,0.5
12/11/2025,12,2,N,REGUP,0.1
12/11/2025,12,2,N,RRS,0.1
12/11/2025,12,1,N,ECRS,0.2
12/11/2025,12,1,N,NSPIN,0.86
12/11/2025,12,1,N,REGDN,0.6
12/11/2025,12,1,N,REGUP,0.07
12/11/2025,12,1,N,RRS,0.11
12/11/2025,13,4,N,ECRS,0.06
12/11/2025,13,4,N,NSPIN,0.62
12/11/2025,13,4,N,REGDN,0.58
12/11/2025,13,4,N,REGUP,0.05
12/11/2025,13,4,N,RRS,0.08
12/11/2025,13,3,N,ECRS,0.08
12/11/2025,13,3,N,NSPIN,0.65
12/11/2025,13,3,N,REGDN,0.5
12/11/2025,13,3,N,REGUP,0.08
12/11/2025,13,3,N,RRS,0.08
12/11/2025,13,2,N,ECRS,0.09
12/11/2025,13,2,N,NSPIN,0.74
12/11/2025,13,2,N,REGDN,0.54
12/11/2025,13,2,N,REGUP,0.09
12/11/2025,13,2,N,RRS,0.09
12/11/2025,13,1,N,ECRS,0.09
12/11/2025,13,1,N,NSPIN,0.64
12/11/2025,13,1,N,REGDN,0.73
12/11/2025,13,1,N,REGUP,0.08
12/11/2025,13,1,N,RRS,0.08
12/11/2025,14,4,N,ECRS,0.05
12/11/2025,14,4,N,NSPIN,0.25
12/11/2025,14,4,N,REGDN,0.28
12/11/2025,14,4,N,REGUP,0.01
12/11/2025,14,4,N,RRS,0.03
12/11/2025,14,3,N,ECRS,0.04
12/11/2025,14,3,N,NSPIN,0.25
12/11/2025,14,3,N,REGDN,0.25
12/11/2025,14,3,N,REGUP,0.02
12/11/2025,14,3,N,RRS,0.03
12/11/2025,14,2,N,ECRS,0.05
12/11/2025,14,2,N,NSPIN,0.25
12/11/2025,14,2,N,REGDN,0.48
12/11/2025,14,2,N,REGUP,0.02
12/11/2025,14,2,N,RRS,0.03
12/11/2025,14,1,N,ECRS,0.07
12/11/2025,14,1,N,NSPIN,0.27
12/11/2025,14,1,N,REGDN,0.43
12/11/2025,14,1,N,REGUP,0.01
12/11/2025,14,1,N,RRS,0.03
12/11/2025,15,4,N,ECRS,0.02
12/11/2025,15,4,N,NSPIN,0.06
12/11/2025,15,4,N,REGDN,0.17
12/11/2025,15,4,N,REGUP,0.04
12/11/2025,15,4,N,RRS,0.01
12/11/2025,15,3,N,ECRS,0.02
12/11/2025,15,3,N,NSPIN,0.08
12/11/2025,15,3,N,REGDN,0.16
12/11/2025,15,3,N,REGUP,0.08
12/11/2025,15,3,N,RRS,0.01
12/11/2025,15,2,N,ECRS,0.04
12/11/2025,15,2,N,NSPIN,0.14
12/11/2025,15,2,N,REGDN,0.1
12/11/2025,15,2,N,REGUP,0.03
12/11/2025,15,2,N,RRS,0.02
12/11/2025,15,1,N,ECRS,0.04
12/11/2025,15,1,N,NSPIN,0.18
12/11/2025,15,1,N,REGDN,0.1
12/11/2025,15,1,N,REGUP,0
12/11/2025,15,1,N,RRS,0.02
12/11/2025,16,4,N,ECRS,0
12/11/2025,16,4,N,NSPIN,0.03
12/11/2025,16,4,N,REGDN,3.8
12/11/2025,16,4,N,REGUP,0
12/11/2025,16,4,N,RRS,0
12/11/2025,16,3,N,ECRS,0
12/11/2025,16,3,N,NSPIN,0.04
12/11/2025,16,3,N,REGDN,2.95
12/11/2025,16,3,N,REGUP,0.01
12/11/2025,16,3,N,RRS,0.01
12/11/2025,16,2,N,ECRS,0
12/11/2025,16,2,N,NSPIN,0.04
12/11/2025,16,2,N,REGDN,0.1
12/11/2025,16,2,N,REGUP,0
12/11/2025,16,2,N,RRS,0.01
12/11/2025,16,1,N,ECRS,0
12/11/2025,16,1,N,NSPIN,0.07
12/11/2025,16,1,N,REGDN,0.1
12/11/2025,16,1,N,REGUP,0
12/11/2025,16,1,N,RRS,0.01
12/11/2025,17,4,N,ECRS,0.17
12/11/2025,17,4,N,NSPIN,0.72
12/11/2025,17,4,N,REGDN,0.44
12/11/2025,17,4,N,REGUP,0.15
12/11/2025,17,4,N,RRS,0.12
12/11/2025,17,3,N,ECRS,0.02
12/11/2025,17,3,N,NSPIN,0.1
12/11/2025,17,3,N,REGDN,0.69
12/11/2025,17,3,N,REGUP,0.01
12/11/2025,17,3,N,RRS,0.02
12/11/2025,17,2,N,ECRS,0
12/11/2025,17,2,N,NSPIN,0.01
12/11/2025,17,2,N,REGDN,0.64
12/11/2025,17,2,N,REGUP,0
12/11/2025,17,2,N,RRS,0
12/11/2025,17,1,N,ECRS,0
12/11/2025,17,1,N,NSPIN,0.01
12/11/2025,17,1,N,REGDN,4.98
12/11/2025,17,1,N,REGUP,0
12/11/2025,17,1,N,RRS,0
12/11/2025,18,4,N,ECRS,1.25
12/11/2025,18,4,N,NSPIN,1.91
12/11/2025,18,4,N,REGDN,1.13
12/11/2025,18,4,N,REGUP,1
12/11/2025,18,4,N,RRS,1.47
12/11/2025,18,3,N,ECRS,2.47
12/11/2025,18,3,N,NSPIN,3.22
12/11/2025,18,3,N,REGDN,0.83
12/11/2025,18,3,N,REGUP,1.92
12/11/2025,18,3,N,RRS,2.79
12/11/2025,18,2,N,ECRS,1.65
12/11/2025,18,2,N,NSPIN,2.46
12/11/2025,18,2,N,REGDN,1.79
12/11/2025,18,2,N,REGUP,1.55
12/11/2025,18,2,N,RRS,2.2
12/11/2025,18,1,N,ECRS,0.61
12/11/2025,18,1,N,NSPIN,1.98
12/11/2025,18,1,N,REGDN,1.37
12/11/2025,18,1,N,REGUP,0.4
12/11/2025,18,1,N,RRS,0.39
12/11/2025,19,4,N,ECRS,0
12/11/2025,19,4,N,NSPIN,2.21
12/11/2025,19,4,N,REGDN,0.06
12/11/2025,19,4,N,REGUP,0.28
12/11/2025,19,4,N,RRS,0.28
12/11/2025,19,3,N,ECRS,0
12/11/2025,19,3,N,NSPIN,2.88
12/11/2025,19,3,N,REGDN,0
12/11/2025,19,3,N,REGUP,0.36
12/11/2025,19,3,N,RRS,0.36
12/11/2025,19,2,N,ECRS,0
12/11/2025,19,2,N,NSPIN,2.65
12/11/2025,19,2,N,REGDN,0
12/11/2025,19,2,N,REGUP,0.33
12/11/2025,19,2,N,RRS,0.33
12/11/2025,19,1,N,ECRS,0.27
12/11/2025,19,1,N,NSPIN,2.59
12/11/2025,19,1,N,REGDN,0.03
12/11/2025,19,1,N,REGUP,0.33
12/11/2025,19,1,N,RRS,0.33
12/11/2025,20,4,N,ECRS,0.25
12/11/2025,20,4,N,NSPIN,1.1
12/11/2025,20,4,N,REGDN,0.09
12/11/2025,20,4,N,REGUP,0
12/11/2025,20,4,N,RRS,0.14
12/11/2025,20,3,N,ECRS,0.25
12/11/2025,20,3,N,NSPIN,1.1
12/11/2025,20,3,N,REGDN,0
12/11/2025,20,3,N,REGUP,0
12/11/2025,20,3,N,RRS,0.14
12/11/2025,20,2,N,ECRS,0.25
12/11/2025,20,2,N,NSPIN,1.1
12/11/2025,20,2,N,REGDN,0
12/11/2025,20,2,N,REGUP,0
12/11/2025,20,2,N,RRS,0.14
12/11/2025,20,1,N,ECRS,0.33
12/11/2025,20,1,N,NSPIN,1.34
12/11/2025,20,1,N,REGDN,0
12/11/2025,20,1,N,REGUP,0.08
12/11/2025,20,1,N,RRS,0.17
12/11/2025,21,4,N,ECRS,0
12/11/2025,21,4,N,NSPIN,1.11
12/11/2025,21,4,N,REGDN,0.2
12/11/2025,21,4,N,REGUP,0.08
12/11/2025,21,4,N,RRS,0.14
12/11/2025,21,3,N,ECRS,0
12/11/2025,21,3,N,NSPIN,1.1
12/11/2025,21,3,N,REGDN,0.15
12/11/2025,21,3,N,REGUP,0.08
12/11/2025,21,3,N,RRS,0.14
12/11/2025,21,2,N,ECRS,0
12/11/2025,21,2,N,NSPIN,1.1
12/11/2025,21,2,N,REGDN,0.04
12/11/2025,21,2,N,REGUP,0.05
12/11/2025,21,2,N,RRS,0.14
12/11/2025,21,1,N,ECRS,0.11
12/11/2025,21,1,N,NSPIN,1.21
12/11/2025,21,1,N,REGDN,0.04
12/11/2025,21,1,N,REGUP,0.1
12/11/2025,21,1,N,RRS,0.15
12/11/2025,22,4,N,ECRS,0
12/11/2025,22,4,N,NSPIN,1.34
12/11/2025,22,4,N,REGDN,0.19
12/11/2025,22,4,N,REGUP,0.05
12/11/2025,22,4,N,RRS,0.17
12/11/2025,22,3,N,ECRS,0
12/11/2025,22,3,N,NSPIN,1.53
12/11/2025,22,3,N,REGDN,0.11
12/11/2025,22,3,N,REGUP,0.01
12/11/2025,22,3,N,RRS,0.19
12/11/2025,22,2,N,ECRS,0
12/11/2025,22,2,N,NSPIN,1.59
12/11/2025,22,2,N,REGDN,0.3
12/11/2025,22,2,N,REGUP,0.01
12/11/2025,22,2,N,RRS,0.2
12/11/2025,22,1,N,ECRS,0
12/11/2025,22,1,N,NSPIN,1.72
12/11/2025,22,1,N,REGDN,0.2
12/11/2025,22,1,N,REGUP,0.01
12/11/2025,22,1,N,RRS,0.22
12/11/2025,23,4,N,ECRS,0
12/11/2025,23,4,N,NSPIN,0.61
12/11/2025,23,4,N,REGDN,0
12/11/2025,23,4,N,REGUP,0
12/11/2025,23,4,N,RRS,0.08
12/11/2025,23,3,N,ECRS,0
12/11/2025,23,3,N,NSPIN,0.75
12/11/2025,23,3,N,REGDN,0
12/11/2025,23,3,N,REGUP,0
12/11/2025,23,3,N,RRS,0.09
12/11/2025,23,2,N,ECRS,0
