Date,HourEnding,TotalResourceMWZoneSouth,TotalResourceMWZoneNorth,TotalResourceMWZoneWest,TotalResourceMWZoneHouston,TotalIRRMWZoneSouth,TotalIRRMWZoneNorth,TotalIRRMWZoneWest,TotalIRRMWZoneHouston,TotalNewEquipResourceMWZoneSouth,TotalNewEquipResourceMWZoneNorth,TotalNewEquipResourceMWZoneWest,TotalNewEquipResourceMWZoneHouston
12/14/2025,06,7436,6210,441,3203,1035,1517,1629,562,993,2440,1405,1570
12/14/2025,06,7436,6210,441,3114,1035,1517,1627,562,993,2440,1405,1570
12/14/2025,06,7388,6195,441,3114,1050,1517,1617,562,993,2440,1405,1570
12/14/2025,06,7388,6195,441,2934,1050,1517,1617,562,993,2440,1405,1570
12/14/2025,06,7388,6165,441,2934,1050,1517,1603,562,993,2440,1405,1570
12/14/2025,06,7388,6165,441,2934,1050,1517,1603,562,993,2440,1405,1570
12/14/2025,06,7388,6165,441,2934,1050,1517,1583,562,993,2440,1405,1570
12/14/2025,06,7388,6165,438,2934,1050,1517,1583,562,993,2440,1405,1570
12/14/2025,06,7373,6165,438,2934,1050,1517,1583,562,993,2440,1405,1570
12/14/2025,06,7373,6165,438,2934,1050,1517,1575,562,993,2440,1405,1570
12/14/2025,06,7373,6165,438,2934,1054,1515,1575,562,993,2440,1405,1570
12/14/2025,06,7373,6165,438,2934,1035,1515,1575,562,993,2440,1405,1570
12/14/2025,06,7373,6165,458,2934,1035,1515,1575,562,993,2440,1405,1570
12/14/2025,06,7373,6165,458,2934,1035,1515,1572,510,993,2440,1405,1570
12/14/2025,06,7373,6165,458,2934,1035,1515,1572,510,993,2440,1405,1570
12/14/2025,06,7373,6165,458,2926,1035,1531,1572,510,993,2440,1405,1570
12/14/2025,06,7373,6165,458,2926,1035,1531,1572,510,993,2440,1070,1570
12/14/2025,06,7373,6165,458,2926,1035,1531,1572,637,993,2440,1070,1570
12/14/2025,06,7373,6165,458,2926,1035,1531,1572,637,993,2236,1070,1570
12/14/2025,06,7373,6165,458,2880,1035,1487,1572,637,993,2236,1070,1570
12/14/2025,06,7373,6165,458,2880,1035,1487,1581,691,993,2236,1070,1570
12/14/2025,06,7373,6165,458,2880,1035,1487,1581,691,993,2236,1070,1570
12/14/2025,06,7373,6165,458,2880,1035,1487,1581,691,993,2236,1070,1570
12/14/2025,06,7373,6165,458,2880,1020,1487,1581,691,993,2236,1070,1570
12/14/2025,06,7362,6225,458,2880,1020,1417,1581,691,993,2236,1070,1570
12/14/2025,06,7358,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,458,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,448,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5394,448,2880,1020,1417,1621,637,993,2236,1070,1570
12/14/2025,06,6248,5379,448,2880,907,1417,1641,637,993,2236,1070,1570
12/14/2025,06,6248,5379,448,2955,907,1417,1641,637,993,2236,1070,1570
12/14/2025,06,6248,5379,448,2955,907,1417,1641,637,993,2236,1070,1570
12/14/2025,06,6248,5379,448,3065,907,1417,1641,637,993,2236,1070,1570
12/14/2025,06,6248,5379,448,3065,907,1323,1627,637,993,2236,1070,1570
12/14/2025,06,6248,5379,448,3065,907,1323,1627,637,993,2236,1070,1570
12/14/2025,06,6248,5379,428,2955,907,1323,1627,637,993,2236,1070,1570
12/14/2025,06,6248,5379,428,2955,707,1323,1627,571,993,2236,1070,1570
12/14/2025,06,6248,5379,428,2955,729,1323,1612,571,993,2236,1070,1570
12/14/2025,06,6248,5379,431,2955,699,1323,1612,571,993,2236,1070,1570
12/14/2025,06,6248,5379,431,2955,699,1323,1612,571,993,2236,1070,1570
12/14/2025,06,6248,5379,431,2955,699,1323,1612,571,993,2236,1070,1570
12/14/2025,06,6248,5379,431,2955,699,1323,1612,571,993,2236,1070,1570
12/14/2025,06,6248,5379,431,2955,699,1323,1600,571,993,2236,1070,1370
12/14/2025,06,6248,5379,431,2955,699,1323,1600,571,993,2236,1070,1370
12/14/2025,06,6248,5379,431,2955,699,1323,1600,571,993,2236,1070,1370
12/14/2025,06,6248,5379,431,2955,699,1323,1600,571,993,2236,1070,1370
12/14/2025,06,6248,5379,431,2955,719,1323,1583,571,993,2236,1070,1370
12/14/2025,06,6248,5379,431,2955,719,1323,1597,571,993,2236,1070,1370
12/14/2025,06,6248,5379,431,2955,719,1323,1597,571,993,2236,1070,1370
12/14/2025,06,6248,5379,431,2955,719,1323,1597,571,993,2236,1070,1370
12/14/2025,06,6244,5379,431,2955,699,1323,1597,571,993,2236,1070,1370
12/14/2025,06,6251,5379,431,2955,699,1323,1585,571,993,2236,1070,1370
12/14/2025,06,6251,5379,431,2868,731,1323,1604,571,993,2236,1070,1370
12/14/2025,06,6251,5379,431,2870,731,1323,1784,571,993,2236,1070,1370
12/14/2025,06,6251,5379,431,2858,731,1323,1790,571,993,2226,1070,1370
12/14/2025,06,6251,5379,431,2858,731,1323,1790,571,993,2226,1070,1370
12/14/2025,06,6251,5379,431,2858,731,1323,1801,571,993,2226,1070,1370
12/14/2025,06,6251,5379,431,2858,731,1323,1786,571,993,2226,1070,1418
12/14/2025,06,6251,5379,431,2858,731,1323,1717,571,993,2226,1070,1418
12/14/2025,06,6251,5379,431,2856,731,1323,1717,571,883,2006,1060,1418
12/14/2025,06,6243,5379,431,2856,740,1323,1703,571,883,2006,1060,1418
12/14/2025,06,6243,5379,431,2856,740,943,1703,571,883,2006,1060,1418
12/14/2025,06,6243,5379,431,2856,740,943,1692,439,883,2006,1060,1418
12/14/2025,06,6243,5379,431,2856,740,943,1692,439,883,2006,1060,1418
12/14/2025,06,6243,5379,431,2856,706,943,1692,439,883,2006,1060,1418
12/14/2025,06,6243,5379,431,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,5379,431,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,431,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,431,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1678,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1689,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,706,943,1689,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,720,943,1689,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,720,943,1682,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,720,943,1682,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,720,943,1704,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,720,943,1657,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2856,732,943,1657,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2144,723,943,1634,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2144,649,943,1592,439,883,2006,1060,1418
12/14/2025,06,5794,4679,426,2144,649,943,1592,439,883,2006,1060,1418
12/14/2025,06,5794,4679,419,2144,649,943,1701,439,883,2006,1060,1418
12/14/2025,06,5794,4679,419,2395,649,943,1723,0,883,2006,1060,1167
12/14/2025,06,5794,4679,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4679,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,06,5794,4675,413,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,06,5794,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,06,5794,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,649,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,649,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,06,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,7539,5854,557,3624,884,1265,2032,510,1423,2440,1405,1840
12/14/2025,07,7539,5854,557,3624,884,1265,2032,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2032,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2032,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2032,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6309,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6377,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6402,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7539,6402,557,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7982,6334,551,3624,884,1265,2028,510,1423,2440,1405,1840
12/14/2025,07,7982,6354,691,3624,875,1516,2028,510,1423,2440,1405,1840
12/14/2025,07,7982,6354,688,3624,875,1516,2028,510,1423,2440,1405,1840
12/14/2025,07,7909,6354,688,3624,875,1516,2014,510,1423,2440,1405,1840
12/14/2025,07,7906,6354,688,3624,875,1516,2014,510,1423,2440,1405,1840
12/14/2025,07,7906,5951,688,3624,875,1516,2014,510,1423,2440,1405,1840
12/14/2025,07,7906,5672,688,3624,875,1516,2024,510,1423,2440,1405,1840
12/14/2025,07,7906,5672,688,3624,875,1516,1984,510,1423,2440,1405,1840
12/14/2025,07,7906,5672,688,3624,875,1530,1984,510,1423,2440,1405,1840
12/14/2025,07,7906,5672,688,3624,875,1530,1996,510,1423,2440,1405,1840
12/14/2025,07,7906,5672,688,3421,875,1530,1996,510,1423,2440,1405,1840
12/14/2025,07,7906,5672,688,3361,875,1530,1996,510,1423,2440,1405,1840
12/14/2025,07,7906,5672,688,3361,875,1530,1988,510,1423,2440,1405,1840
12/14/2025,07,7636,5672,688,3043,875,1530,1966,510,1423,2440,1405,1840
12/14/2025,07,7636,5672,543,3043,854,1530,1934,510,1423,2440,1405,1840
12/14/2025,07,7636,5672,543,3043,854,1530,1934,510,1423,2440,1405,1840
12/14/2025,07,7636,6372,543,3043,860,1530,1934,510,1423,2440,1405,1840
12/14/2025,07,7636,6332,543,3043,860,1512,1937,510,1423,2440,1405,1840
12/14/2025,07,7413,6332,543,3043,869,1512,1910,510,1423,2440,1405,1840
12/14/2025,07,7413,5809,539,3043,869,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7413,5809,539,3043,909,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7244,5809,494,3043,909,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7244,5809,494,3043,866,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7244,5778,494,3043,866,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7226,5778,494,3043,866,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7226,5778,494,3043,866,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7226,5778,494,3043,866,1512,1900,510,1423,2440,1405,1840
12/14/2025,07,7226,5778,494,3043,866,1512,1911,510,1423,2440,1405,1840
12/14/2025,07,7226,5778,494,3043,866,1512,1911,510,1423,2440,1405,1840
12/14/2025,07,7226,5778,494,3043,866,1512,1907,510,1423,2440,1405,1840
12/14/2025,07,7211,5778,494,3022,866,1512,1907,510,1423,2440,1405,1840
12/14/2025,07,7211,5778,494,3022,866,1512,1907,510,1423,2440,1405,1840
12/14/2025,07,7211,5778,494,3022,888,1512,1907,510,1423,2440,1405,1720
12/14/2025,07,7211,5778,494,3022,888,1512,1919,510,1213,2440,1405,1570
12/14/2025,07,7211,5778,479,3022,888,1512,1919,562,1213,2440,1405,1570
12/14/2025,07,7211,5778,479,3022,888,1512,1919,562,1213,2440,1405,1570
12/14/2025,07,7201,5778,479,3022,888,1522,1742,562,1213,2440,1405,1570
12/14/2025,07,7201,5778,479,3022,934,1517,1686,562,1213,2440,1405,1570
12/14/2025,07,7201,5775,479,3022,961,1517,1686,562,1213,2440,1405,1570
12/14/2025,07,7196,6210,479,3022,841,1517,1624,562,1213,2440,1405,1570
12/14/2025,07,7267,6210,479,3023,841,1517,1630,562,993,2440,1405,1570
12/14/2025,07,7316,6210,479,3204,859,1517,1597,562,993,2440,1405,1570
12/14/2025,07,7316,6210,479,3204,854,1517,1597,562,993,2440,1405,1570
12/14/2025,07,7306,6210,482,3204,835,1517,1597,562,993,2440,1405,1570
12/14/2025,07,7436,6210,441,3204,835,1517,1597,562,993,2440,1405,1570
12/14/2025,07,7436,6210,441,3203,835,1517,1597,562,993,2440,1405,1570
12/14/2025,07,7436,6210,441,3114,835,1517,1595,562,993,2440,1405,1570
12/14/2025,07,7388,6195,441,3114,850,1517,1585,562,993,2440,1405,1570
12/14/2025,07,7388,6195,441,2934,850,1517,1585,562,993,2440,1405,1570
12/14/2025,07,7388,6165,441,2934,850,1517,1571,562,993,2440,1405,1570
12/14/2025,07,7388,6165,441,2934,850,1517,1571,562,993,2440,1405,1570
12/14/2025,07,7388,6165,441,2934,850,1517,1551,562,993,2440,1405,1570
12/14/2025,07,7388,6165,438,2934,850,1517,1551,562,993,2440,1405,1570
12/14/2025,07,7373,6165,438,2934,850,1517,1551,562,993,2440,1405,1570
12/14/2025,07,7373,6165,438,2934,850,1517,1543,562,993,2440,1405,1570
12/14/2025,07,7373,6165,438,2934,854,1515,1543,562,993,2440,1405,1570
12/14/2025,07,7373,6165,438,2934,835,1515,1543,562,993,2440,1405,1570
12/14/2025,07,7373,6165,458,2934,835,1515,1543,562,993,2440,1405,1570
12/14/2025,07,7373,6165,458,2934,835,1515,1540,510,993,2440,1405,1570
12/14/2025,07,7373,6165,458,2934,835,1515,1540,510,993,2440,1405,1570
12/14/2025,07,7373,6165,458,2926,835,1531,1540,510,993,2440,1405,1570
12/14/2025,07,7373,6165,458,2926,835,1531,1540,510,993,2440,1070,1570
12/14/2025,07,7373,6165,458,2926,835,1531,1540,637,993,2440,1070,1570
12/14/2025,07,7373,6165,458,2926,835,1531,1540,637,993,2236,1070,1570
12/14/2025,07,7373,6165,458,2880,835,1487,1540,637,993,2236,1070,1570
12/14/2025,07,7373,6165,458,2880,835,1487,1549,691,993,2236,1070,1570
12/14/2025,07,7373,6165,458,2880,835,1487,1549,691,993,2236,1070,1570
12/14/2025,07,7373,6165,458,2880,835,1487,1549,691,993,2236,1070,1570
12/14/2025,07,7373,6165,458,2880,820,1487,1549,691,993,2236,1070,1570
12/14/2025,07,7362,6225,458,2880,820,1417,1549,691,993,2236,1070,1570
12/14/2025,07,7358,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,458,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,448,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5394,448,2880,820,1417,1589,637,993,2236,1070,1570
12/14/2025,07,6248,5379,448,2880,707,1417,1609,637,993,2236,1070,1570
12/14/2025,07,6248,5379,448,2955,707,1417,1609,637,993,2236,1070,1570
12/14/2025,07,6248,5379,448,2955,707,1417,1609,637,993,2236,1070,1570
12/14/2025,07,6248,5379,448,3065,707,1417,1609,637,993,2236,1070,1570
12/14/2025,07,6248,5379,448,3065,707,1323,1595,637,993,2236,1070,1570
12/14/2025,07,6248,5379,448,3065,707,1323,1595,637,993,2236,1070,1570
12/14/2025,07,6248,5379,428,2955,707,1323,1595,637,993,2236,1070,1570
12/14/2025,07,6248,5379,428,2955,707,1323,1595,571,993,2236,1070,1570
12/14/2025,07,6248,5379,428,2955,729,1323,1580,571,993,2236,1070,1570
12/14/2025,07,6248,5379,431,2955,699,1323,1580,571,993,2236,1070,1570
12/14/2025,07,6248,5379,431,2955,699,1323,1580,571,993,2236,1070,1570
12/14/2025,07,6248,5379,431,2955,699,1323,1580,571,993,2236,1070,1570
12/14/2025,07,6248,5379,431,2955,699,1323,1580,571,993,2236,1070,1570
12/14/2025,07,6248,5379,431,2955,699,1323,1568,571,993,2236,1070,1370
12/14/2025,07,6248,5379,431,2955,699,1323,1568,571,993,2236,1070,1370
12/14/2025,07,6248,5379,431,2955,699,1323,1568,571,993,2236,1070,1370
12/14/2025,07,6248,5379,431,2955,699,1323,1568,571,993,2236,1070,1370
12/14/2025,07,6248,5379,431,2955,719,1323,1551,571,993,2236,1070,1370
12/14/2025,07,6248,5379,431,2955,719,1323,1565,571,993,2236,1070,1370
12/14/2025,07,6248,5379,431,2955,719,1323,1565,571,993,2236,1070,1370
12/14/2025,07,6248,5379,431,2955,719,1323,1565,571,993,2236,1070,1370
12/14/2025,07,6244,5379,431,2955,699,1323,1565,571,993,2236,1070,1370
12/14/2025,07,6251,5379,431,2955,699,1323,1553,571,993,2236,1070,1370
12/14/2025,07,6251,5379,431,2868,731,1323,1572,571,993,2236,1070,1370
12/14/2025,07,6251,5379,431,2870,731,1323,1752,571,993,2236,1070,1370
12/14/2025,07,6251,5379,431,2858,731,1323,1758,571,993,2226,1070,1370
12/14/2025,07,6251,5379,431,2858,731,1323,1758,571,993,2226,1070,1370
12/14/2025,07,6251,5379,431,2858,731,1323,1769,571,993,2226,1070,1370
12/14/2025,07,6251,5379,431,2858,731,1323,1754,571,993,2226,1070,1418
12/14/2025,07,6251,5379,431,2858,731,1323,1685,571,993,2226,1070,1418
12/14/2025,07,6251,5379,431,2856,731,1323,1685,571,883,2006,1060,1418
12/14/2025,07,6243,5379,431,2856,740,1323,1671,571,883,2006,1060,1418
12/14/2025,07,6243,5379,431,2856,740,943,1671,571,883,2006,1060,1418
12/14/2025,07,6243,5379,431,2856,740,943,1660,439,883,2006,1060,1418
12/14/2025,07,6243,5379,431,2856,740,943,1660,439,883,2006,1060,1418
12/14/2025,07,6243,5379,431,2856,706,943,1660,439,883,2006,1060,1418
12/14/2025,07,6243,5379,431,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,5379,431,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,431,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,431,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1646,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1657,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,706,943,1657,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,720,943,1657,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,720,943,1650,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,720,943,1650,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,720,943,1672,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,720,943,1625,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2856,732,943,1625,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2144,723,943,1602,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2144,649,943,1560,439,883,2006,1060,1418
12/14/2025,07,5794,4679,426,2144,649,943,1560,439,883,2006,1060,1418
12/14/2025,07,5794,4679,419,2144,649,943,1669,439,883,2006,1060,1418
12/14/2025,07,5794,4679,419,2395,649,943,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4679,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4679,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,419,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,413,2395,649,692,1691,0,883,2006,1060,1167
12/14/2025,07,5794,4675,413,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,07,5794,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,07,5794,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,649,692,1691,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,649,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,649,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,07,5787,4675,408,2395,719,692,1677,-7,883,2006,1060,1167
12/14/2025,08,7539,5854,557,4225,884,1265,2042,510,1423,2440,1405,1840
12/14/2025,08,7539,5854,557,4225,884,1265,2042,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2042,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2042,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2042,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2038,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2038,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2038,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2038,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2038,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1265,2038,510,1423,2440,1405,1840
12/14/2025,08,7539,6309,557,4225,884,1265,2038,510,1423,2440,1405,1840
12/14/2025,08,7539,6377,557,4225,884,1270,2038,510,1423,2440,1405,1840
