OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
11/29/2021,01:00,12048.58,8843.62,5257.78,9752.84,35902.83,N
11/29/2021,02:00,11875.57,8639.58,5239.12,9623.60,35377.87,N
11/29/2021,03:00,11967.11,8619.60,5252.18,9577.46,35416.35,N
11/29/2021,04:00,12246.73,8758.82,5280.95,9658.44,35944.93,N
11/29/2021,05:00,12852.99,9119.77,5338.32,9905.77,37216.86,N
11/29/2021,06:00,13955.88,9865.72,5482.86,10493.75,39798.21,N
11/29/2021,07:00,15714.32,11011.22,5726.85,11279.08,43731.48,N
11/29/2021,08:00,16498.32,11524.49,5842.43,11611.58,45476.81,N
11/29/2021,09:00,16094.01,11162.31,5783.29,11579.86,44619.47,N
11/29/2021,10:00,15332.79,10654.81,5604.69,11355.26,42947.55,N
11/29/2021,11:00,14684.58,10242.03,5503.14,11241.80,41671.56,N
11/29/2021,12:00,14198.07,9978.90,5415.57,11138.63,40731.18,N
11/29/2021,13:00,13805.42,9883.74,5350.16,11087.01,40126.32,N
11/29/2021,14:00,13656.85,9923.27,5325.57,11101.03,40006.72,N
11/29/2021,15:00,13495.30,9979.05,5364.49,11107.84,39946.68,N
11/29/2021,16:00,13445.31,10059.49,5390.03,11099.23,39994.05,N
11/29/2021,17:00,13566.08,10223.06,5371.00,11028.56,40188.70,N
11/29/2021,18:00,14073.79,10395.92,5402.40,11131.72,41003.83,N
11/29/2021,19:00,14715.28,10965.73,5556.57,11416.17,42653.75,N
11/29/2021,20:00,14595.46,10896.58,5589.33,11310.66,42392.03,N
11/29/2021,21:00,14454.72,10744.87,5615.07,11089.33,41904.00,N
11/29/2021,22:00,13968.90,10386.21,5575.88,10765.26,40696.26,N
11/29/2021,23:00,13168.05,9828.08,5491.39,10303.32,38790.83,N
11/29/2021,24:00,12258.66,9271.93,5402.07,9905.72,36838.37,N
11/28/2021,01:00,11692.58,9227.12,5216.53,9584.58,35720.82,N
11/28/2021,02:00,11298.46,8944.70,5186.51,9352.74,34782.42,N
11/28/2021,03:00,11034.20,8730.93,5172.27,9218.81,34156.20,N
11/28/2021,04:00,10961.62,8668.00,5195.59,9141.49,33966.70,N
11/28/2021,05:00,11033.84,8640.57,5226.25,9106.47,34007.12,N
11/28/2021,06:00,11360.71,8767.65,5307.17,9204.53,34640.07,N
11/28/2021,07:00,11875.16,9031.14,5394.63,9360.56,35661.49,N
11/28/2021,08:00,12372.41,9288.43,5497.60,9524.72,36683.17,N
11/28/2021,09:00,12789.45,9447.32,5486.08,9820.70,37543.55,N
11/28/2021,10:00,12891.22,9431.23,5430.37,10092.99,37845.81,N
11/28/2021,11:00,12768.69,9336.08,5353.06,10346.75,37804.58,N
11/28/2021,12:00,12643.26,9254.60,5300.59,10486.23,37684.67,N
11/28/2021,13:00,12516.99,9210.12,5264.37,10539.85,37531.34,N
11/28/2021,14:00,12422.60,9178.74,5254.19,10491.18,37346.71,N
11/28/2021,15:00,12221.51,9225.98,5242.28,10499.63,37189.39,N
11/28/2021,16:00,12312.22,9332.25,5253.47,10534.34,37432.27,N
11/28/2021,17:00,12486.88,9577.77,5249.57,10612.52,37926.73,N
11/28/2021,18:00,13195.53,10002.11,5353.94,10912.84,39464.41,N
11/28/2021,19:00,13960.64,10592.45,5513.30,11202.44,41268.82,N
11/28/2021,20:00,14007.19,10604.15,5504.99,11187.96,41304.28,N
11/28/2021,21:00,13956.89,10447.70,5495.99,11114.35,41014.92,N
11/28/2021,22:00,13649.11,10200.22,5454.03,10884.95,40188.32,N
11/28/2021,23:00,13054.20,9740.45,5383.95,10476.06,38654.66,N
11/28/2021,24:00,12454.93,9226.71,5312.57,10072.78,37066.99,N
11/27/2021,01:00,13065.87,9060.68,5346.63,9612.10,37085.29,N
11/27/2021,02:00,12725.10,8741.33,5299.08,9414.78,36180.28,N
11/27/2021,03:00,12491.53,8551.11,5281.59,9279.53,35603.77,N
11/27/2021,04:00,12414.77,8442.00,5265.36,9211.22,35333.34,N
11/27/2021,05:00,12482.65,8474.96,5266.02,9226.10,35449.73,N
11/27/2021,06:00,12694.45,8651.60,5272.61,9393.72,36012.38,N
11/27/2021,07:00,13089.78,8998.03,5318.09,9591.46,36997.36,N
11/27/2021,08:00,13564.55,9389.64,5393.76,9849.49,38197.43,N
11/27/2021,09:00,14061.38,9834.26,5420.23,10163.87,39479.74,N
11/27/2021,10:00,14547.50,10255.62,5489.85,10438.11,40731.07,N
11/27/2021,11:00,14816.50,10493.42,5488.65,10565.50,41364.07,N
11/27/2021,12:00,14683.21,10603.05,5464.09,10644.21,41394.56,N
11/27/2021,13:00,14414.92,10563.95,5425.73,10603.94,41008.54,N
11/27/2021,14:00,14138.06,10482.52,5408.09,10495.04,40523.71,N
11/27/2021,15:00,13840.87,10403.61,5390.89,10411.07,40046.44,N
11/27/2021,16:00,13783.55,10423.63,5377.71,10385.84,39970.73,N
11/27/2021,17:00,13976.95,10519.10,5374.78,10504.31,40375.14,N
11/27/2021,18:00,14485.95,10861.42,5464.82,10827.22,41639.41,N
11/27/2021,19:00,14546.00,11052.55,5553.84,10905.65,42058.03,N
11/27/2021,20:00,14286.96,10953.98,5546.85,10832.88,41620.68,N
11/27/2021,21:00,13977.57,10736.29,5525.78,10735.44,40975.07,N
11/27/2021,22:00,13504.43,10459.94,5457.32,10554.16,39975.85,N
11/27/2021,23:00,12900.43,10057.87,5369.56,10267.43,38595.29,N
11/27/2021,24:00,12220.65,9621.02,5280.48,9909.01,37031.16,N
11/26/2021,01:00,11989.11,8647.99,5454.24,9234.06,35325.40,N
11/26/2021,02:00,11894.85,8466.35,5439.48,9051.47,34852.14,N
11/26/2021,03:00,11907.66,8342.97,5439.61,8982.07,34672.31,N
11/26/2021,04:00,12117.96,8362.54,5450.04,9043.29,34973.83,N
11/26/2021,05:00,12529.54,8506.05,5498.83,9174.72,35709.14,N
11/26/2021,06:00,13281.56,8854.21,5541.29,9418.78,37095.85,N
11/26/2021,07:00,14200.96,9349.76,5627.69,9763.37,38941.77,N
11/26/2021,08:00,14949.23,9734.70,5687.46,9984.81,40356.20,N
11/26/2021,09:00,15290.81,9976.83,5634.29,10264.45,41166.40,N
11/26/2021,10:00,15325.05,10058.08,5533.89,10455.37,41372.39,N
