OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
05/30/2022,01:00,16385.91,13356.61,6448.38,13375.23,49566.13,N
05/30/2022,02:00,15302.18,12545.89,6303.92,12931.08,47083.07,N
05/30/2022,03:00,14565.33,12051.64,6171.49,12603.82,45392.29,N
05/30/2022,04:00,14134.70,11734.24,6090.11,12405.41,44364.45,N
05/30/2022,05:00,13981.68,11670.02,5994.63,12462.24,44108.57,N
05/30/2022,06:00,14304.01,11737.90,5969.15,12484.25,44495.31,N
05/30/2022,07:00,14130.96,11916.10,5931.33,12447.52,44425.91,N
05/30/2022,08:00,14251.66,12007.54,5926.15,12590.59,44775.95,N
05/30/2022,09:00,15153.88,12697.98,6039.14,13301.79,47192.79,N
05/30/2022,10:00,16404.83,13518.42,6213.02,14378.36,50514.62,N
05/30/2022,11:00,17785.96,14618.45,6389.93,15362.93,54157.27,N
05/30/2022,12:00,19032.10,15416.12,6569.61,16203.83,57221.66,N
05/30/2022,13:00,19976.83,16215.40,6703.84,16815.43,59711.49,N
05/30/2022,14:00,20959.40,17010.14,6843.23,17289.35,62102.11,N
05/30/2022,15:00,21756.98,17636.16,7000.65,17665.41,64059.20,N
05/30/2022,16:00,22457.61,18173.34,7144.66,17916.46,65692.07,N
05/30/2022,17:00,22968.82,18514.31,7249.15,17975.13,66707.41,N
05/30/2022,18:00,23264.43,18618.51,7287.27,17812.71,66982.93,N
05/30/2022,19:00,23004.81,18336.91,7256.80,17239.56,65838.09,N
05/30/2022,20:00,22200.19,17819.34,7205.67,16565.27,63790.47,N
05/30/2022,21:00,21324.88,17088.22,7070.50,16153.29,61636.89,N
05/30/2022,22:00,20750.05,16605.06,6988.39,15790.20,60133.70,N
05/30/2022,23:00,19604.77,15560.42,6796.99,15096.53,57058.70,N
05/30/2022,24:00,18219.56,14460.50,6636.77,14286.85,53603.68,N
05/29/2022,01:00,16204.22,13440.08,6396.32,13279.38,49320.01,N
05/29/2022,02:00,15202.15,12597.55,6298.81,12647.27,46745.78,N
05/29/2022,03:00,14371.99,12039.42,6163.35,12248.04,44822.79,N
05/29/2022,04:00,13978.63,11643.33,6066.16,11963.42,43651.54,N
05/29/2022,05:00,13203.57,11318.37,5956.97,11744.16,42223.07,N
05/29/2022,06:00,12990.74,11129.39,5904.56,11650.58,41675.27,N
05/29/2022,07:00,12878.29,11091.75,5845.05,11575.06,41390.16,N
05/29/2022,08:00,13237.93,11209.48,5813.11,11696.61,41957.13,N
05/29/2022,09:00,14314.09,11955.93,5957.78,12513.21,44741.01,N
05/29/2022,10:00,15686.29,12943.91,6154.89,13578.25,48363.33,N
05/29/2022,11:00,16961.27,13925.30,6359.14,14527.54,51773.24,N
05/29/2022,12:00,18285.97,14986.11,6569.76,15439.88,55281.72,N
05/29/2022,13:00,19584.22,16067.23,6767.13,16257.27,58675.84,N
05/29/2022,14:00,20677.49,16900.75,6911.19,16871.84,61361.27,N
05/29/2022,15:00,21704.61,17511.25,7073.44,17189.57,63478.87,N
05/29/2022,16:00,22529.45,18027.51,7208.12,17424.74,65189.82,N
05/29/2022,17:00,23135.42,18427.79,7311.00,17496.76,66370.98,N
05/29/2022,18:00,23297.35,18490.23,7348.41,17309.57,66445.56,N
05/29/2022,19:00,22826.66,18077.70,7319.70,16863.71,65087.77,N
05/29/2022,20:00,21931.65,17347.79,7221.15,16216.12,62716.71,N
05/29/2022,21:00,20958.81,16573.40,7079.79,15721.32,60333.32,N
05/29/2022,22:00,20309.53,16019.67,6980.98,15280.86,58591.04,N
05/29/2022,23:00,19110.64,15034.02,6814.28,14618.09,55577.02,N
05/29/2022,24:00,17737.25,14142.94,6625.11,13920.65,52425.95,N
05/28/2022,01:00,14425.55,13082.27,6343.38,12610.95,46462.15,N
05/28/2022,02:00,13403.67,12279.52,6185.76,11952.96,43821.91,N
05/28/2022,03:00,12647.31,11623.14,6053.58,11354.25,41678.28,N
05/28/2022,04:00,12123.97,11216.32,5974.01,10946.21,40260.51,N
05/28/2022,05:00,11848.94,10891.95,5899.40,10626.38,39266.68,N
05/28/2022,06:00,12006.71,10928.99,5847.56,10548.36,39331.62,N
05/28/2022,07:00,11812.30,11104.06,5805.51,10503.75,39225.61,N
05/28/2022,08:00,12215.74,11303.24,5822.94,10844.55,40186.47,N
05/28/2022,09:00,13401.60,11973.51,5981.11,11793.57,43149.79,N
05/28/2022,10:00,14707.57,12795.35,6173.50,12912.47,46588.90,N
05/28/2022,11:00,16042.34,13811.32,6417.17,14057.73,50328.57,N
05/28/2022,12:00,17467.97,14975.54,6660.06,15205.66,54309.24,N
05/28/2022,13:00,18854.93,15904.95,6841.91,16165.66,57767.44,N
05/28/2022,14:00,20101.94,16766.31,6989.89,16978.28,60836.43,N
05/28/2022,15:00,21241.56,17493.36,7127.77,17588.42,63451.10,N
05/28/2022,16:00,22167.69,18068.49,7235.05,18056.29,65527.52,N
05/28/2022,17:00,22828.99,18450.77,7300.03,18284.76,66864.56,N
05/28/2022,18:00,23063.37,18623.40,7264.25,18254.12,67205.13,N
05/28/2022,19:00,22682.17,18289.45,7240.49,17838.88,66050.99,N
05/28/2022,20:00,21799.24,17606.90,7172.46,17134.72,63713.33,N
05/28/2022,21:00,20672.04,16782.66,7010.24,16457.80,60922.73,N
05/28/2022,22:00,19849.55,16318.93,6866.16,15792.12,58826.76,N
05/28/2022,23:00,18628.36,15487.65,6710.09,14881.26,55707.36,N
05/28/2022,24:00,17403.62,14343.82,6539.87,14069.55,52356.85,N
05/27/2022,01:00,12711.80,12052.33,5757.28,12358.10,42879.51,N
05/27/2022,02:00,11784.72,11221.81,5642.36,11741.37,40390.27,N
05/27/2022,03:00,11420.77,10699.24,5575.69,11345.63,39041.33,N
05/27/2022,04:00,10846.30,10349.73,5521.37,11214.24,37931.64,N
05/27/2022,05:00,10794.27,10205.52,5507.99,11150.44,37658.22,N
05/27/2022,06:00,11198.70,10404.17,5523.01,11442.68,38568.55,N
05/27/2022,07:00,11915.54,10882.35,5604.35,11723.37,40125.61,N
05/27/2022,08:00,12606.91,11322.89,5582.78,12113.75,41626.33,N
05/27/2022,09:00,13554.12,12035.03,5523.37,12982.55,44095.07,N
05/27/2022,10:00,14593.26,12855.91,5695.80,13942.41,47087.38,N
05/27/2022,11:00,15676.61,13821.23,5837.87,14892.16,50227.88,N
05/27/2022,12:00,16852.02,15030.36,6047.08,15891.55,53821.01,N
05/27/2022,13:00,18024.89,16200.22,6238.17,16770.00,57233.28,N
05/27/2022,14:00,19281.70,17100.85,6446.76,17627.54,60456.85,N
05/27/2022,15:00,20493.19,17837.07,6628.87,18186.51,63145.64,N
05/27/2022,16:00,21483.56,18467.53,6760.53,18564.09,65275.71,N
05/27/2022,17:00,22270.84,18813.47,6824.71,18739.11,66648.13,N
05/27/2022,18:00,22507.17,18874.81,6883.24,18596.42,66861.64,N
05/27/2022,19:00,22068.87,18695.29,6916.67,18104.55,65785.38,N
05/27/2022,20:00,20990.38,17951.86,6972.28,17344.51,63259.04,N
05/27/2022,21:00,19618.15,17022.50,6860.43,16457.17,59958.25,N
05/27/2022,22:00,18657.91,16203.28,6767.33,15663.23,57291.76,N
05/27/2022,23:00,17250.78,15270.81,6637.25,14583.04,53741.88,N
05/27/2022,24:00,15839.98,14229.84,6530.47,13590.92,50191.21,N
05/26/2022,01:00,11171.06,10107.55,5461.16,10774.67,37514.44,N
05/26/2022,02:00,10553.18,9440.91,5416.54,10331.74,35742.38,N
05/26/2022,03:00,10159.19,9057.06,5354.02,9942.13,34512.40,N
05/26/2022,04:00,10052.77,8878.18,5325.51,9754.09,34010.55,N
05/26/2022,05:00,10344.72,8900.96,5386.39,9821.37,34453.44,N
05/26/2022,06:00,10730.28,9305.65,5361.84,10243.83,35641.60,N
05/26/2022,07:00,11667.46,9838.41,5444.37,10680.88,37631.12,N
05/26/2022,08:00,12326.44,10233.17,5478.83,11062.01,39100.46,N
05/26/2022,09:00,12897.17,10805.56,5540.91,11811.94,41055.58,N
05/26/2022,10:00,13426.88,11512.97,5607.85,12608.43,43156.13,N
05/26/2022,11:00,14126.96,12454.41,5700.38,13347.51,45629.25,N
05/26/2022,12:00,14832.97,13436.93,5802.73,14131.26,48203.89,N
05/26/2022,13:00,15613.09,14390.91,5912.04,14898.03,50814.07,N
05/26/2022,14:00,16519.32,15347.15,6050.82,15765.19,53682.48,N
05/26/2022,15:00,17418.89,16315.01,6221.70,16538.18,56493.77,N
05/26/2022,16:00,18207.97,17080.78,6329.33,17149.46,58767.53,N
05/26/2022,17:00,18923.87,17535.30,6433.79,17494.34,60387.30,N
05/26/2022,18:00,19385.13,17835.88,6539.40,17666.57,61426.98,N
05/26/2022,19:00,19300.72,17730.21,6583.59,17208.40,60822.92,N
05/26/2022,20:00,18628.90,17135.47,6531.09,16463.75,58759.21,N
05/26/2022,21:00,17663.52,16242.96,6344.54,15657.35,55908.37,N
05/26/2022,22:00,16919.22,15512.78,6258.19,15009.63,53699.82,N
05/26/2022,23:00,15509.31,14272.79,6046.85,14081.18,49910.14,N
05/26/2022,24:00,13991.25,13086.42,5845.11,13186.70,46109.47,N
05/25/2022,01:00,11765.35,10839.08,5027.99,11805.73,39438.14,N
05/25/2022,02:00,11188.10,9911.50,4993.82,11401.75,37495.17,N
05/25/2022,03:00,10747.19,9408.24,4953.91,11084.61,36193.95,N
05/25/2022,04:00,10443.50,9079.00,4969.87,10482.13,34974.50,N
05/25/2022,05:00,10559.70,8981.44,4991.75,10131.98,34664.87,N
05/25/2022,06:00,11160.94,9323.06,5067.30,10400.98,35952.29,N
05/25/2022,07:00,12126.49,9920.48,5130.67,10937.96,38115.60,N
05/25/2022,08:00,12772.77,10025.75,5154.96,11229.82,39183.31,N
05/25/2022,09:00,13258.02,10250.01,5213.90,11512.69,40234.63,N
05/25/2022,10:00,13644.31,10577.63,5289.24,11857.69,41368.86,N
05/25/2022,11:00,14019.10,10918.88,5348.61,12290.33,42576.92,N
05/25/2022,12:00,14194.54,11409.46,5394.69,12802.90,43801.60,N
05/25/2022,13:00,14355.80,12025.62,5418.90,13383.53,45183.86,N
05/25/2022,14:00,14587.11,12701.71,5436.96,14108.67,46834.45,N
05/25/2022,15:00,14761.18,13381.26,5518.14,14720.08,48380.67,N
05/25/2022,16:00,14945.75,14052.03,5628.24,15217.13,49843.15,N
05/25/2022,17:00,15066.78,14668.09,5742.52,15589.43,51066.82,N
05/25/2022,18:00,15264.05,15014.16,5809.81,15568.51,51656.53,N
05/25/2022,19:00,15184.91,14992.67,5873.11,15126.31,51177.00,N
05/25/2022,20:00,14804.45,14540.34,5841.44,14442.95,49629.18,N
05/25/2022,21:00,14509.56,13826.13,5829.22,13882.56,48047.47,N
05/25/2022,22:00,14294.43,13245.66,5810.97,13278.52,46629.59,N
05/25/2022,23:00,13290.12,12186.25,5731.80,12445.40,43653.57,N
05/25/2022,24:00,12099.44,11049.12,5590.17,11553.62,40292.36,N
05/24/2022,01:00,12756.65,11162.66,5776.75,11866.96,41563.03,N
05/24/2022,02:00,12009.45,10648.83,5649.77,11471.00,39779.05,N
05/24/2022,03:00,11500.43,10234.91,5544.09,11236.81,38516.24,N
05/24/2022,04:00,11592.47,9870.83,5591.61,11144.05,38198.96,N
05/24/2022,05:00,11480.72,9826.95,5568.99,11288.59,38165.26,N
05/24/2022,06:00,12038.56,10182.63,5626.78,11753.13,39601.10,N
05/24/2022,07:00,12996.91,10681.01,5687.21,12188.84,41553.97,N
05/24/2022,08:00,13564.95,10955.91,5617.61,12371.34,42509.81,N
05/24/2022,09:00,13986.50,11181.79,5638.26,12728.00,43534.55,N
05/24/2022,10:00,14454.95,11540.01,5639.04,13100.74,44734.74,N
05/24/2022,11:00,14982.20,11985.82,5784.39,13513.83,46266.25,N
05/24/2022,12:00,15378.68,12380.69,5843.32,13234.77,46837.46,N
05/24/2022,13:00,15530.95,12879.39,5921.18,13163.06,47494.58,N
05/24/2022,14:00,15671.47,13607.59,6104.41,13530.69,48914.15,N
05/24/2022,15:00,15777.24,14423.19,6193.02,13720.36,50113.81,N
05/24/2022,16:00,15980.78,15043.04,6206.56,14025.78,51256.15,N
05/24/2022,17:00,16365.84,15740.10,6289.88,14545.94,52941.76,N
05/24/2022,18:00,16593.68,15975.69,6183.65,14666.19,53419.20,N
05/24/2022,19:00,16494.50,15795.98,5619.30,14444.09,52353.87,N
