OperDay,HourEnding,NORTH,SOUTH,WEST,HOUSTON,TOTAL,DSTFlag
09/29/2022,01:00,13636.88,10549.45,6307.93,10089.95,40584.21,N
09/29/2022,02:00,12779.57,9887.17,6166.89,9627.72,38461.35,N
09/29/2022,03:00,12168.44,9598.56,6223.20,9353.87,37344.07,N
09/29/2022,04:00,11866.22,9270.82,6280.91,9218.57,36636.52,N
09/29/2022,05:00,11786.44,9220.48,6248.73,9296.72,36552.38,N
09/29/2022,06:00,12239.32,9480.21,6097.02,9650.61,37467.15,N
09/29/2022,07:00,13241.43,10239.73,6152.78,10163.80,39797.74,N
09/29/2022,08:00,13571.48,10587.05,6205.44,10277.48,40641.45,N
09/29/2022,09:00,13748.62,10764.63,6136.14,10492.24,41141.63,N
09/29/2022,10:00,14256.96,11190.53,6228.92,10913.81,42590.23,N
09/29/2022,11:00,14789.87,11937.96,6356.95,11300.20,44384.98,N
09/29/2022,12:00,15271.28,12747.72,6522.46,11717.94,46259.39,N
09/29/2022,13:00,16008.24,13656.57,6651.02,12168.50,48484.33,N
09/29/2022,14:00,16921.97,14601.00,6898.02,12787.50,51208.50,N
09/29/2022,15:00,17821.02,15408.61,7057.19,13420.47,53707.30,N
09/29/2022,16:00,18647.66,16206.82,7202.65,14058.87,56116.00,N
09/29/2022,17:00,19348.85,16812.32,7302.48,14588.01,58051.65,N
09/29/2022,18:00,19451.48,16956.19,7273.33,14543.84,58224.84,N
09/29/2022,19:00,18794.54,16564.76,7112.72,13883.81,56355.83,N
09/29/2022,20:00,18095.14,15787.01,6958.36,13332.94,54173.45,N
09/29/2022,21:00,17468.15,14874.02,6816.86,12860.07,52019.09,N
09/29/2022,22:00,16456.26,13893.46,6701.11,12208.72,49259.55,N
09/29/2022,23:00,15133.17,12730.93,6563.41,11428.78,45856.29,N
09/29/2022,24:00,13786.79,11574.10,6464.98,10600.64,42426.51,N
09/28/2022,01:00,13666.29,10506.29,6190.11,10288.81,40651.50,N
09/28/2022,02:00,12805.91,9938.11,6091.70,9785.17,38620.90,N
09/28/2022,03:00,12151.01,9550.89,6192.29,9452.86,37347.05,N
09/28/2022,04:00,11830.00,9383.49,6192.50,9265.68,36671.66,N
09/28/2022,05:00,11791.58,9264.65,6090.29,9271.56,36418.08,N
09/28/2022,06:00,12216.62,9451.72,5943.31,9588.09,37199.74,N
09/28/2022,07:00,13008.43,10126.81,6073.51,10079.40,39288.15,N
09/28/2022,08:00,13529.48,10357.48,6176.35,10201.56,40264.87,N
09/28/2022,09:00,13964.82,10622.07,6183.15,10503.59,41273.63,N
09/28/2022,10:00,14789.23,10888.71,6208.05,11068.63,42954.62,N
09/28/2022,11:00,15587.92,11572.80,6348.91,11742.34,45251.96,N
09/28/2022,12:00,16522.62,12337.60,6505.47,12417.39,47783.07,N
09/28/2022,13:00,17622.49,13177.10,6643.94,13027.68,50471.21,N
09/28/2022,14:00,18875.14,14059.15,6841.66,13813.06,53589.01,N
09/28/2022,15:00,20076.53,14827.98,7050.74,14483.27,56438.52,N
09/28/2022,16:00,21117.80,15547.87,7172.34,15100.58,58938.59,N
09/28/2022,17:00,21881.92,16194.50,7279.54,15490.25,60846.21,N
09/28/2022,18:00,21976.96,16470.77,7285.76,15345.56,61079.05,N
09/28/2022,19:00,21243.27,16025.52,7169.83,14623.61,59062.23,N
09/28/2022,20:00,20047.37,15345.66,6952.15,13915.33,56260.50,N
09/28/2022,21:00,19114.11,14688.91,6974.21,13296.23,54073.46,N
09/28/2022,22:00,17813.47,13694.62,6828.42,12564.87,50901.38,N
09/28/2022,23:00,16266.48,12528.86,6633.52,11641.86,47070.71,N
09/28/2022,24:00,14800.12,11389.07,6414.47,10736.33,43340.00,N
09/27/2022,01:00,12680.32,11142.47,6115.54,10974.49,40912.82,N
09/27/2022,02:00,11914.88,10290.64,5993.78,10288.70,38487.99,N
09/27/2022,03:00,11534.13,9915.09,6008.52,9805.07,37262.82,N
09/27/2022,04:00,11262.50,9611.21,6069.30,9536.75,36479.76,N
09/27/2022,05:00,11269.37,9435.75,6089.05,9468.07,36262.23,N
09/27/2022,06:00,11790.36,9584.76,6010.42,9702.17,37087.70,N
09/27/2022,07:00,12826.81,10213.11,6214.56,10138.46,39392.95,N
09/27/2022,08:00,13219.88,10473.45,6099.34,10205.88,39998.55,N
09/27/2022,09:00,13572.34,10691.78,6092.53,10516.56,40873.20,N
09/27/2022,10:00,14472.92,11136.34,6089.45,11171.13,42869.84,N
09/27/2022,11:00,15184.57,11798.42,6113.04,11913.20,45009.22,N
09/27/2022,12:00,16196.65,12669.96,6269.26,12572.78,47708.64,N
09/27/2022,13:00,17293.99,13535.00,6414.02,13212.08,50455.09,N
09/27/2022,14:00,18523.19,14441.62,6653.02,14049.19,53667.02,N
09/27/2022,15:00,19634.16,15119.82,6954.58,14659.81,56368.38,N
09/27/2022,16:00,20514.09,15696.03,7046.02,15305.56,58561.69,N
09/27/2022,17:00,21248.71,16058.38,7064.72,15619.07,59990.88,N
09/27/2022,18:00,21371.28,16230.23,7059.88,15546.02,60207.42,N
09/27/2022,19:00,20692.95,15818.36,6952.37,14794.97,58258.65,N
09/27/2022,20:00,19621.80,15116.17,6731.24,14111.63,55580.83,N
09/27/2022,21:00,18917.34,14441.86,6739.36,13525.48,53624.04,N
09/27/2022,22:00,17746.81,13586.57,6678.93,12809.61,50821.93,N
09/27/2022,23:00,16554.03,12448.62,6555.15,11890.04,47447.82,N
09/27/2022,24:00,14957.29,11466.00,6355.77,11051.53,43830.58,N
09/26/2022,01:00,14894.46,12455.35,6347.39,12313.85,46011.04,N
09/26/2022,02:00,13859.57,11760.11,6159.82,11759.81,43539.31,N
09/26/2022,03:00,13183.99,11327.17,6267.47,11437.62,42216.25,N
09/26/2022,04:00,12743.48,11077.53,6249.52,11416.05,41486.58,N
09/26/2022,05:00,12643.93,11061.75,6129.84,11476.56,41312.08,N
09/26/2022,06:00,13014.45,11416.18,6014.50,11849.21,42294.34,N
09/26/2022,07:00,13957.50,12001.05,6140.72,12269.59,44368.86,N
09/26/2022,08:00,14230.67,12164.44,6161.99,12280.43,44837.52,N
09/26/2022,09:00,14469.34,12276.16,6144.45,12577.34,45467.29,N
09/26/2022,10:00,15475.53,12930.72,6279.16,13444.13,48129.54,N
09/26/2022,11:00,16334.58,13718.77,6417.06,14356.33,50826.73,N
09/26/2022,12:00,17287.96,14553.60,6567.57,15340.18,53749.32,N
09/26/2022,13:00,18151.31,15389.02,6677.23,16320.41,56537.96,N
09/26/2022,14:00,19071.11,16276.39,6840.08,17274.65,59462.22,N
09/26/2022,15:00,19865.87,16887.83,6982.82,17850.98,61587.49,N
09/26/2022,16:00,20563.22,17188.06,7111.86,18270.80,63133.94,N
09/26/2022,17:00,21066.32,17338.15,7132.74,18249.16,63786.37,N
09/26/2022,18:00,20996.10,17253.22,7125.14,17722.05,63096.51,N
09/26/2022,19:00,20348.60,16835.43,6981.36,16641.50,60806.89,N
